drug,agegroup,prescriptions,pubs,l1,l2,l3,l4,is_first,cui
Albiglutide,11-17,36,1,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A10, DRUGS USED IN DIABETES","A10B, BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","A10BJ, Glucagon-like peptide-1 (GLP-1) analogues",1,C2607479
Albiglutide,3-10,0,1,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A10, DRUGS USED IN DIABETES","A10B, BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","A10BJ, Glucagon-like peptide-1 (GLP-1) analogues",1,C2607479
Albiglutide,Total,36,1,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A10, DRUGS USED IN DIABETES","A10B, BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","A10BJ, Glucagon-like peptide-1 (GLP-1) analogues",1,C2607479
Albumin,0-2,25,223,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01C, PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS","L01CD, Taxanes, antineoplastic",1,
Albumin,11-17,107,223,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01C, PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS","L01CD, Taxanes, antineoplastic",1,
Albumin,3-10,225,223,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01C, PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS","L01CD, Taxanes, antineoplastic",1,
Albumin,Total,357,223,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01C, PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS","L01CD, Taxanes, antineoplastic",1,
Albuterol,0-2,834336,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03C, ADRENERGICS FOR SYSTEMIC USE","R03CC, Selective beta-2-adrenoreceptor agonists, systemic",1,C0543495
Albuterol,0-2,834336,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03A, ADRENERGICS, INHALANTS","R03AC, Selective beta-2-adrenoreceptor agonist inhalants",0,C0543495
Albuterol,11-17,2178441,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03C, ADRENERGICS FOR SYSTEMIC USE","R03CC, Selective beta-2-adrenoreceptor agonists, systemic",1,C0543495
Albuterol,11-17,2178441,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03A, ADRENERGICS, INHALANTS","R03AC, Selective beta-2-adrenoreceptor agonist inhalants",0,C0543495
Albuterol,3-10,2478187,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03C, ADRENERGICS FOR SYSTEMIC USE","R03CC, Selective beta-2-adrenoreceptor agonists, systemic",1,C0543495
Albuterol,3-10,2478187,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03A, ADRENERGICS, INHALANTS","R03AC, Selective beta-2-adrenoreceptor agonist inhalants",0,C0543495
Albuterol,Total,5490964,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03A, ADRENERGICS, INHALANTS","R03AC, Selective beta-2-adrenoreceptor agonist inhalants",1,C0543495
Albuterol,Total,5490964,2369,"R, RESPIRATORY SYSTEM","R03, DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","R03C, ADRENERGICS FOR SYSTEMIC USE","R03CC, Selective beta-2-adrenoreceptor agonists, systemic",0,C0543495
Alcaftadine,0-2,30,1,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01G, DECONGESTANTS AND ANTIALLERGICS","S01GX, Other antiallergics in ATC",1,C2348241
Alcaftadine,11-17,713,1,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01G, DECONGESTANTS AND ANTIALLERGICS","S01GX, Other antiallergics in ATC",1,C2348241
Alcaftadine,3-10,465,1,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01G, DECONGESTANTS AND ANTIALLERGICS","S01GX, Other antiallergics in ATC",1,C2348241
Alcaftadine,Total,1208,1,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01G, DECONGESTANTS AND ANTIALLERGICS","S01GX, Other antiallergics in ATC",1,C2348241
Alclometasone,0-2,15109,6,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",1,C0051113
Alclometasone,0-2,15109,6,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AB, Corticosteroids, moderately potent (group II)",0,C0051113
Alclometasone,11-17,12190,6,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AB, Corticosteroids, moderately potent (group II)",1,C0051113
Alclometasone,11-17,12190,6,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0051113
Alclometasone,3-10,14773,6,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AB, Corticosteroids, moderately potent (group II)",1,C0051113
Alclometasone,3-10,14773,6,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0051113
Alclometasone,Total,42072,6,"D, DERMATOLOGICALS","D07, CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","D07A, CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN","D07AB, Corticosteroids, moderately potent (group II)",1,C0051113
Alclometasone,Total,42072,6,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01B, ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC","S01BA, Corticosteroid ophthalmologic antiinflammatory agents, plain",0,C0051113
Aldesleukin,0-2,0,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L03, IMMUNOSTIMULANTS","L03A, IMMUNOSTIMULANTS","L03AC, Interleukins",1,C0218986
Aldesleukin,11-17,0,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L03, IMMUNOSTIMULANTS","L03A, IMMUNOSTIMULANTS","L03AC, Interleukins",1,C0218986
Aldesleukin,3-10,1,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L03, IMMUNOSTIMULANTS","L03A, IMMUNOSTIMULANTS","L03AC, Interleukins",1,C0218986
Aldesleukin,Total,1,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L03, IMMUNOSTIMULANTS","L03A, IMMUNOSTIMULANTS","L03AC, Interleukins",1,C0218986
Alectinib,0-2,0,20,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01ED, Anaplastic lymphoma kinase (ALK) inhibitors",1,C3853921
Alectinib,11-17,28,20,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01ED, Anaplastic lymphoma kinase (ALK) inhibitors",1,C3853921
Alectinib,3-10,16,20,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01ED, Anaplastic lymphoma kinase (ALK) inhibitors",1,C3853921
Alectinib,Total,44,20,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01ED, Anaplastic lymphoma kinase (ALK) inhibitors",1,C3853921
Alfuzosin,0-2,0,5,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04C, DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","G04CA, Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",1,C0102130
Alfuzosin,11-17,181,5,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04C, DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","G04CA, Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",1,C0102130
Alfuzosin,3-10,31,5,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04C, DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","G04CA, Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",1,C0102130
Alfuzosin,Total,212,5,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04C, DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","G04CA, Alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",1,C0102130
Alglucosidase Alfa,0-2,49,283,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AB, Enzymes for ALIMENTARY TRACT AND METABOLISM",1,C1695579
Alglucosidase Alfa,11-17,87,283,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AB, Enzymes for ALIMENTARY TRACT AND METABOLISM",1,C1695579
Alglucosidase Alfa,3-10,144,283,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AB, Enzymes for ALIMENTARY TRACT AND METABOLISM",1,C1695579
Alglucosidase Alfa,Total,280,283,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A16, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16A, OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC","A16AB, Enzymes for ALIMENTARY TRACT AND METABOLISM",1,C1695579
Alirocumab,0-2,0,6,"C, CARDIOVASCULAR SYSTEM DRUGS","C10, LIPID MODIFYING AGENTS","C10A, LIPID MODIFYING AGENTS, PLAIN","C10AX, Other lipid modifying agents in ATC",1,C3491162
Alirocumab,11-17,4,6,"C, CARDIOVASCULAR SYSTEM DRUGS","C10, LIPID MODIFYING AGENTS","C10A, LIPID MODIFYING AGENTS, PLAIN","C10AX, Other lipid modifying agents in ATC",1,C3491162
Alirocumab,3-10,0,6,"C, CARDIOVASCULAR SYSTEM DRUGS","C10, LIPID MODIFYING AGENTS","C10A, LIPID MODIFYING AGENTS, PLAIN","C10AX, Other lipid modifying agents in ATC",1,C3491162
Alirocumab,Total,4,6,"C, CARDIOVASCULAR SYSTEM DRUGS","C10, LIPID MODIFYING AGENTS","C10A, LIPID MODIFYING AGENTS, PLAIN","C10AX, Other lipid modifying agents in ATC",1,C3491162
Aliskiren,0-2,0,9,"C, CARDIOVASCULAR SYSTEM DRUGS","C09, AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","C09X, OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM in ATC","C09XA, Renin-inhibitors",1,C1120110
Aliskiren,11-17,1,9,"C, CARDIOVASCULAR SYSTEM DRUGS","C09, AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","C09X, OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM in ATC","C09XA, Renin-inhibitors",1,C1120110
Aliskiren,3-10,0,9,"C, CARDIOVASCULAR SYSTEM DRUGS","C09, AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","C09X, OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM in ATC","C09XA, Renin-inhibitors",1,C1120110
Aliskiren,Total,1,9,"C, CARDIOVASCULAR SYSTEM DRUGS","C09, AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","C09X, OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM in ATC","C09XA, Renin-inhibitors",1,C1120110
Alitretinoin,0-2,0,16,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AH, Agents for dermatitis, excluding corticosteroids",1,C0281666
Alitretinoin,0-2,0,16,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01X, OTHER ANTINEOPLASTIC AGENTS in ATC","L01XF, Retinoids for cancer treatment",0,C0281666
Alitretinoin,11-17,4,16,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01X, OTHER ANTINEOPLASTIC AGENTS in ATC","L01XF, Retinoids for cancer treatment",1,C0281666
Alitretinoin,11-17,4,16,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AH, Agents for dermatitis, excluding corticosteroids",0,C0281666
Alitretinoin,3-10,0,16,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AH, Agents for dermatitis, excluding corticosteroids",1,C0281666
Alitretinoin,3-10,0,16,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01X, OTHER ANTINEOPLASTIC AGENTS in ATC","L01XF, Retinoids for cancer treatment",0,C0281666
Alitretinoin,Total,4,16,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AH, Agents for dermatitis, excluding corticosteroids",1,C0281666
Alitretinoin,Total,4,16,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01X, OTHER ANTINEOPLASTIC AGENTS in ATC","L01XF, Retinoids for cancer treatment",0,C0281666
Allopurinol,0-2,124,385,"M, MUSCULO-SKELETAL SYSTEM DRUGS","M04, ANTIGOUT PREPARATIONS","M04A, ANTIGOUT PREPARATIONS","M04AA, Preparations inhibiting uric acid production",1,C0002144
Allopurinol,11-17,3206,385,"M, MUSCULO-SKELETAL SYSTEM DRUGS","M04, ANTIGOUT PREPARATIONS","M04A, ANTIGOUT PREPARATIONS","M04AA, Preparations inhibiting uric acid production",1,C0002144
Allopurinol,3-10,948,385,"M, MUSCULO-SKELETAL SYSTEM DRUGS","M04, ANTIGOUT PREPARATIONS","M04A, ANTIGOUT PREPARATIONS","M04AA, Preparations inhibiting uric acid production",1,C0002144
Allopurinol,Total,4278,385,"M, MUSCULO-SKELETAL SYSTEM DRUGS","M04, ANTIGOUT PREPARATIONS","M04A, ANTIGOUT PREPARATIONS","M04AA, Preparations inhibiting uric acid production",1,C0002144
Almotriptan,0-2,0,6,"N, NERVOUS SYSTEM DRUGS","N02, ANALGESICS","N02C, ANTIMIGRAINE PREPARATIONS","N02CC, Selective serotonin (5HT1) agonists",1,C0937898
Almotriptan,11-17,2327,6,"N, NERVOUS SYSTEM DRUGS","N02, ANALGESICS","N02C, ANTIMIGRAINE PREPARATIONS","N02CC, Selective serotonin (5HT1) agonists",1,C0937898
Almotriptan,3-10,78,6,"N, NERVOUS SYSTEM DRUGS","N02, ANALGESICS","N02C, ANTIMIGRAINE PREPARATIONS","N02CC, Selective serotonin (5HT1) agonists",1,C0937898
Almotriptan,Total,2405,6,"N, NERVOUS SYSTEM DRUGS","N02, ANALGESICS","N02C, ANTIMIGRAINE PREPARATIONS","N02CC, Selective serotonin (5HT1) agonists",1,C0937898
Alpelisib,0-2,0,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",1,
Alpelisib,0-2,22,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",0,C4055478
Alpelisib,11-17,0,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",1,C4055478
Alpelisib,11-17,118,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",0,C4055478
Alpelisib,3-10,11,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",1,C4055478
Alpelisib,3-10,237,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",0,C4055478
Alpelisib,Total,11,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",1,C4055478
Alpelisib,Total,377,11,"L, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01, ANTINEOPLASTIC AGENTS","L01E, PROTEIN KINASE INHIBITORS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L01EM, Phosphatidylinositol-3-kinase (Pi3K) inhibitors",0,C4055478
Alprazolam,0-2,48,73,"N, NERVOUS SYSTEM DRUGS","N05, PSYCHOLEPTICS","N05B, ANXIOLYTICS","N05BA, Benzodiazepine derivative anxiolytics",1,C0002333
Alprazolam,11-17,47743,73,"N, NERVOUS SYSTEM DRUGS","N05, PSYCHOLEPTICS","N05B, ANXIOLYTICS","N05BA, Benzodiazepine derivative anxiolytics",1,C0002333
Alprazolam,3-10,2490,73,"N, NERVOUS SYSTEM DRUGS","N05, PSYCHOLEPTICS","N05B, ANXIOLYTICS","N05BA, Benzodiazepine derivative anxiolytics",1,C0002333
Alprazolam,Total,50281,73,"N, NERVOUS SYSTEM DRUGS","N05, PSYCHOLEPTICS","N05B, ANXIOLYTICS","N05BA, Benzodiazepine derivative anxiolytics",1,C0002333
Alteplase Recombinant,0-2,6,716,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01X, OTHER OPHTHALMOLOGICALS IN ATC","S01XA, Other ophthalmologicals in ATC",1,
Alteplase Recombinant,0-2,6,716,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B01, ANTITHROMBOTIC AGENTS","B01A, ANTITHROMBOTIC AGENTS","B01AD, Enzymes, antithrombotic",0,
Alteplase Recombinant,11-17,120,716,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B01, ANTITHROMBOTIC AGENTS","B01A, ANTITHROMBOTIC AGENTS","B01AD, Enzymes, antithrombotic",1,
Alteplase Recombinant,11-17,120,716,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01X, OTHER OPHTHALMOLOGICALS IN ATC","S01XA, Other ophthalmologicals in ATC",0,
Alteplase Recombinant,3-10,64,716,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B01, ANTITHROMBOTIC AGENTS","B01A, ANTITHROMBOTIC AGENTS","B01AD, Enzymes, antithrombotic",1,
Alteplase Recombinant,3-10,64,716,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01X, OTHER OPHTHALMOLOGICALS IN ATC","S01XA, Other ophthalmologicals in ATC",0,
Alteplase Recombinant,Total,190,716,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B01, ANTITHROMBOTIC AGENTS","B01A, ANTITHROMBOTIC AGENTS","B01AD, Enzymes, antithrombotic",1,
Alteplase Recombinant,Total,190,716,"S, SENSORY ORGAN DRUGS","S01, OPHTHALMOLOGICALS","S01X, OTHER OPHTHALMOLOGICALS IN ATC","S01XA, Other ophthalmologicals in ATC",0,
Aluminum,0-2,0,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",1,C0002371
Aluminum,0-2,0,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0002371
Aluminum,0-2,17,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",0,C0102840
Aluminum,0-2,17,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0102840
Aluminum,11-17,1,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",1,C0002371
Aluminum,11-17,1,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0002371
Aluminum,11-17,37652,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",0,C0102840
Aluminum,11-17,37652,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0102840
Aluminum,3-10,1,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",1,C0002371
Aluminum,3-10,1,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0002371
Aluminum,3-10,2016,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",0,C0102840
Aluminum,3-10,2016,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0102840
Aluminum,Total,2,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",1,C0002371
Aluminum,Total,2,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0002371
Aluminum,Total,39685,22,"D, DERMATOLOGICALS","D10, ANTI-ACNE PREPARATIONS","D10A, ANTI-ACNE PREPARATIONS FOR TOPICAL USE","D10AX, Other anti-acne preparations for topical use in ATC",0,C0102840
Aluminum,Total,39685,210,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AB, antacids containing aluminium compounds",0,C0102840
Amantadine,0-2,158,139,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04B, DOPAMINERGIC AGENTS","N04BB, Adamantane derivatives, dopaminergic",1,C0936072
Amantadine,11-17,27284,139,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04B, DOPAMINERGIC AGENTS","N04BB, Adamantane derivatives, dopaminergic",1,C0936072
Amantadine,3-10,12175,139,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04B, DOPAMINERGIC AGENTS","N04BB, Adamantane derivatives, dopaminergic",1,C0936072
Amantadine,Total,39617,139,"N, NERVOUS SYSTEM DRUGS","N04, ANTI-PARKINSON DRUGS","N04B, DOPAMINERGIC AGENTS","N04BB, Adamantane derivatives, dopaminergic",1,C0936072
Ambrisentan,0-2,164,17,"C, CARDIOVASCULAR SYSTEM DRUGS","C02, ANTIHYPERTENSIVES","C02K, OTHER ANTIHYPERTENSIVES in ATC","C02KX, Antihypertensives for pulmonary arterial hypertension",1,C1176329
Ambrisentan,11-17,1724,17,"C, CARDIOVASCULAR SYSTEM DRUGS","C02, ANTIHYPERTENSIVES","C02K, OTHER ANTIHYPERTENSIVES in ATC","C02KX, Antihypertensives for pulmonary arterial hypertension",1,C1176329
Ambrisentan,3-10,1251,17,"C, CARDIOVASCULAR SYSTEM DRUGS","C02, ANTIHYPERTENSIVES","C02K, OTHER ANTIHYPERTENSIVES in ATC","C02KX, Antihypertensives for pulmonary arterial hypertension",1,C1176329
Ambrisentan,Total,3139,17,"C, CARDIOVASCULAR SYSTEM DRUGS","C02, ANTIHYPERTENSIVES","C02K, OTHER ANTIHYPERTENSIVES in ATC","C02KX, Antihypertensives for pulmonary arterial hypertension",1,C1176329
