Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
ampicillin and sulbactam,ampicillin and sulbactam,ampicillin and sulbactam,C2930041,ampicillin / sulbactam,MIN
ampicillin for injection usp,ampicillin for usp,ampicillin for usp,C0002680,ampicillin,IN
ampicillin sodium,ampicillin sodium,ampicillin,C0282052,ampicillin sodium,PIN
ampicillin sodiumsulbactam sodium,ampicillin sodiumsulbactam sodium,ampicillin sodiumsulbactam,C0002680,ampicillin,IN
ampicilln,ampicilln,ampicilln,C0002680,ampicillin,IN
ampyra,ampyra,ampyra,C2732151,Ampyra,BN
an unknown antibiotic,an unknown antibiotic,an unknown antibiotic,C0991539,Otic Cream,DF
anaesthetic,anaesthetic,anaesthetic,,,
anaesthetic unspecified,anaesthetic unspecified,anaesthetic unspecified,,,
anafranil,anafranil,anafranil,C0002752,Anafranil,BN
anakinra,anakinra,anakinra,C0245109,anakinra,IN
anapeine,anapeine,anapeine,,,
anastrozole,anastrozole,anastrozole,C0290883,anastrozole,IN
androgel,androgel,androgel,C0875960,Androgel,BN
andrographolide,andrographolide,andrographolide,,,
anethole trithionecholine bitartrate,anethole trithionecholine bitartrate,anethole trithionecholine,C0051839,anethole,IN
angal s,angal s,angal s,,,
angiotensin ii,angiotensin ii,angiotensin ii,C0003009,angiotensin II,IN
anhiba,anhiba,anhiba,,,
anhydrous dextrose,anhydrous dextrose,anhydrous dextrose,C1165353,anhydrous dextrose,PIN
antabus,antabus,antabus,C0591096,Antabuse,BN
antiinhibitor coagulant complex,antiinhibitor coagulant complex,antiinhibitor coagulant complex,C0982025,anti-inhibitor coagulant complex,IN
antithymocyte globulin rabbit,antithymocyte globulin rabbit,antithymocyte globulin rabbit,,,
antithymocyte globulin rabbit nos,antithymocyte globulin rabbit nos,antithymocyte globulin rabbit nos,,,
antithymocyte globulin rabbitrabbit antihuman thymocyte immunoglobulin,antithymocyte globulin rabbitrabbit antihuman thymocyte immunoglobulin,antithymocyte globulin rabbitrabbit antihuman thymocyte immunoglobulin,,,
anti thymocyte globulin rabbit nos,anti thymocyte globulin rabbit nos,anti thymocyte globulin rabbit nos,,,
antibiotic,antibiotic,antibiotic,C0718575,Antibiotic Ear,BN
antibiotics,antibiotics,antibiotics,C0991539,Otic Cream,DF
antihemophilic factor recombinant fc fusion protein,antihemophilic factor recombinant fc fusion protein,antihemophilic factor recombinant fc fusion protein,C3833523,antihemophilic factor (b-domain deleted recombinant) FC fusion protein 1 UNT Injection,SY
antihemophilic factor recombinant sucrose formulated fs,antihemophilic factor recombinant sucrose formulated fs,antihemophilic factor recombinant sucrose formulated fs,C0038636,sucrose,IN
antihemophilic factor human,antihemophilic factor human,antihemophilic factor human,C0700346,"antihemophilic factor, human",PIN
antihemophilic factor viii recombinant sucrose formulated,antihemophilic factor viii recombinant sucrose formulated,antihemophilic factor viii recombinant sucrose formulated,C0015502,factor VII,IN
antihemophilic factor human recombinant,antihemophilic factor human recombinant,antihemophilic factor human recombinant,C2732002,"antihemophilic factor, human recombinant",PIN
antihemophilic factor human recombinant residues 7431636 deleted,antihemophilic factor human recombinant residues 7431636 deleted,antihemophilic factor human recombinant residues 7431636 deleted,C0966500,"antihemophilic factor, human recombinant residues 743-1636 deleted",PIN
antihemophilic factor pegylated mw 20000 human sequence recombinant,antihemophilic factor pegylated mw 20000 human sequence recombinant,antihemophilic factor pegylated mw 20000 human sequence recombinant,,,
antilymphocyte globulin,antilymphocyte globulin,antilymphocyte globulin,,,
antilymphocyte immunoglobulin,antilymphocyte immunoglobulin,antilymphocyte immunoglobulin,C0003371,antilymphocyte immunoglobulin,IN
antilymphocyte immunoglobulin horse,antilymphocyte immunoglobulin horse,antilymphocyte immunoglobulin horse,C0003371,antilymphocyte immunoglobulin,IN
antiretroviral agent,antiretroviral agent,antiretroviral agent,C0699576,Retrovir,BN
antithymocite globulin,antithymocite globulin,antithymocite globulin,C1996239,Cit Calcium,BN
antithymocyte globulin,antithymocyte globulin,antithymocyte globulin,,,
antithymocyte immunoglobulin,antithymocyte immunoglobulin,antithymocyte immunoglobulin,C0003371,antilymphocyte immunoglobulin,IN
antithymocyte immunoglobulin rabbit,antithymocyte immunoglobulin rabbit,antithymocyte immunoglobulin rabbit,,,
antivenin,antivenin,antivenin,C2726765,Agkistrodon piscivorus antivenin,IN
aoluona topotecan hydrochloride,aoluona topotecan hydrochloride,aoluona topotecan,C0886549,topotecan hydrochloride,PIN
aotal,aotal,aotal,C0718751,Axotal,BN
apap,apap,apap,C1531801,100 ML APAP 10 MG/ML Injection,SY
apixaban,apixaban,apixaban,C1831808,apixaban,IN
apocyclosporine oral solution,apocyclosporine oral,apocyclosporine oral,C1245707,cycloSPORINE Oral Capsule,TMSY
aprepitant,aprepitant,aprepitant,C1176306,aprepitant,IN
apresoline hydrochloride,apresoline hydrochloride,apresoline,C0722806,Priscoline Hydrochloride,BN
apriso,apriso,apriso,C2586541,Apriso,BN
aprotinin,aprotinin,aprotinin,C0003641,aprotinin,IN
aprovel,aprovel,aprovel,,,
aptivus,aptivus,aptivus,C1612190,Aptivus,BN
aqneursa,aqneursa,aqneursa,C5943836,Aqneursa,BN
aqua pro injectione baxter,aqua pro injectione baxter,aqua pro injectione baxter,,,
aquadeks,aquadeks,aquadeks,,,
aquaphor,aquaphor,aquaphor,C0718635,Aquaphor,BN
arac,arac,arac,C4083380,5 ML brivaracetam 10 MG/ML Injection,SCD
ara c,ara c,ara c,,,
aracytine,aracytine,aracytine,C0040238,tin,IN
aranesp,aranesp,aranesp,C1134440,Aranesp,BN
arava,arava,arava,C0718644,Arava,BN
arbidol,arbidol,arbidol,,,
arcalyst,arcalyst,arcalyst,C2343505,Arcalyst,BN
argatroban,argatroban,argatroban,C0048470,argatroban,IN
arginine,arginine,arginine,C0003765,arginine,IN
aripiprazol,aripiprazol,aripiprazol,C0299792,aripiprazole,IN
aripiprazole,aripiprazole,aripiprazole,C0299792,aripiprazole,IN
aristada,aristada,aristada,C4056534,Aristada,BN
aristada initio,aristada initio,aristada initio,C4056534,Aristada,BN
arixtra,arixtra,arixtra,C1099665,Arixtra,BN
armodafinil cephalon,armodafinil cephalon,armodafinil cephalon,C3474139,Alo,BN
arnuity ellipta,arnuity ellipta,arnuity ellipta,C3855281,Arnuity,BN
arranon,arranon,arranon,C1615581,Arranon,BN
arsenic trioxide,arsenic trioxide,arsenic trioxide,C0052416,arsenic trioxide,IN
artane,artane,artane,C0591114,Artane,BN
artemetherlumefantrine,artemetherlumefantrine,artemetherlumefantrine,C0936150,artemether / lumefantrine,MIN
arterenol,arterenol,arterenol,,,
artesunate,artesunate,artesunate,C0052432,artesunate,IN
artist,artist,artist,,,
arzerra,arzerra,arzerra,C2724188,Arzerra,BN
asa,asa,asa,C3226142,Afrazine Nasal Product,SBDG
asacol,asacol,asacol,C0678172,Asacol,BN
asclera,asclera,asclera,C2756440,Asclera,BN
ascorbic acid,ascorbic acid,ascorbic acid,C0003968,ascorbic acid,IN
ascorbic acidpyridoxine hydrochloridebiotintocopherolfolic acidcolecalciferolcyanocobalaminre,ascorbic acidpyridoxine hydrochloridebiotintocopherolfolic acidcolecalciferolcyanocobalaminre,ascorbic acidpyridoxine hydrochloridebiotintocopherolfolic acidcolecalciferolcyanocobalaminre,C0003968,ascorbic acid,IN
asenapine maleate bp,asenapine maleate bp,asenapine maleate bp,C2719618,asenapine maleate,PIN
asfotase alfa,asfotase alfa,asfotase alfa,C3490795,asfotase alfa,IN
asparaginase,asparaginase,asparaginase,C0003993,asparaginase,IN
asparaginase e coli,asparaginase e coli,asparaginase e coli,C0003993,asparaginase,IN
asparaginase ecoli,asparaginase ecoli,asparaginase ecoli,C0003993,asparaginase,IN
asparaginase unspecified asparaginase,asparaginase unspecified asparaginase,asparaginase unspecified asparaginase,C0003993,asparaginase,IN
asparaginase erwinia chrysanthemi,asparaginase erwinia chrysanthemi,asparaginase erwinia chrysanthemi,C3255208,asparaginase Erwinia chrysanthemi,PIN
asparlas,asparlas,asparlas,C4764385,Asparlas,BN
aspegic,aspegic,aspegic,,,
aspegic acetylsalicylate lysine,aspegic acetylsalicylate lysine,aspegic acetylsalicylate lysine,C0981808,acetylsalicylate sodium,PIN
aspegic baby,aspegic baby,aspegic baby,,,
aspirin,aspirin,aspirin,C0004057,aspirin,IN
aspirin 00002701,aspirin 00002701,aspirin 00002701,C0004057,aspirin,IN
aspirin cardio,aspirin cardio,aspirin cardio,C0004057,aspirin,IN
aspirin dllysine,aspirin dllysine,aspirin dllysine,C0004057,aspirin,IN
aspirin acetylsalicylic acid,aspirin acetylsalicylic acid,aspirin acetylsalicylic acid,C0004057,aspirin,IN
aspirine,aspirine,aspirine,C0004057,aspirin,IN
asprin,asprin,asprin,C0004057,aspirin,IN
asverin tipepidine hibenzate,asverin tipepidine hibenzate,asverin tipepidine hibenzate,C0718903,Benza,BN
atacand,atacand,atacand,C0718711,Atacand,BN
atarax,atarax,atarax,C0684229,Atarax,BN
atazanavir,atazanavir,atazanavir,C1145759,atazanavir,IN
atazanavir sulfate,atazanavir sulfate,atazanavir,C1176383,atazanavir sulfate,PIN
atazanavir sulfatecobicistat,atazanavir sulfatecobicistat,atazanavir sulfatecobicistat,C1145759,atazanavir,IN
atazanavir writonavir,atazanavir writonavir,atazanavir writonavir,C1145759,atazanavir,IN
atenolol,atenolol,atenolol,C0004147,atenolol,IN
atezolizumab,atezolizumab,atezolizumab,C4055433,atezolizumab,IN
atg,atg,atg,C0707351,5 ML ATGAM 50 MG/ML Injection,SY
atg 00575401,atg 00575401,atg 00575401,,,
atgfresenius,atgfresenius,atgfresenius,,,
atg fresenius,atg fresenius,atg fresenius,,,
atgam,atgam,atgam,C0004149,ATGAM,BN
ativan,ativan,ativan,C0699194,Ativan,BN
atomoxetine,atomoxetine,atomoxetine,C0076823,atomoxetine,IN
atomoxetine hydrochloride,atomoxetine hydrochloride,atomoxetine,C1170741,atomoxetine hydrochloride,PIN
atorvastatin,atorvastatin,atorvastatin,C0286651,atorvastatin,IN
atorvastatin calcium,atorvastatin calcium,atorvastatin,C0286650,atorvastatin calcium,PIN
atorvastatinatorvastatin calcium,atorvastatinatorvastatin calcium,atorvastatinatorvastatin,C0286651,atorvastatin,IN
atorvastatine,atorvastatine,atorvastatine,C0286651,atorvastatin,IN
atosiban,atosiban,atosiban,C0164398,atosiban,IN
atosil,atosil,atosil,,,
atosil 00033002,atosil 00033002,atosil 00033002,,,
atosil promethazine hydrochloride,atosil promethazine hydrochloride,atosil promethazine,C0546876,promethazine hydrochloride,PIN
atovaquone,atovaquone,atovaquone,C0165603,atovaquone,IN
atra,atra,atra,C0692578,20 ML cisatracurium 10 MG/ML Injection,SCD
atracurium,atracurium,atracurium,C0004234,atracurium,IN
atracurium besylate,atracurium besylate,atracurium besylate,C0004235,atracurium besylate,PIN
atripla,atripla,atripla,C1724016,Atripla,BN
atropa belladonna extractcaffeinephenobarbital,atropa belladonna extractcaffeinephenobarbital,atropa belladonna extractcaffeinephenobarbital,C0004743,barbital,IN
atropine,atropine,atropine,C0004259,atropine,IN
atropine sulfate,atropine sulfate,atropine,C0596005,atropine sulfate,PIN
atropine unk,atropine unk,atropine unk,C0004259,atropine,IN
atrovent,atrovent,atrovent,C0591130,Atrovent,BN
atrovent aerosol 20mcgdo spbs 200do inhalator,atrovent aerosol 20mcgdo spbs 200do inhalator,atrovent aerosol 20mcgdo spbs 200do inhalator,C1112870,Aerosol,ET
atryn,atryn,atryn,C2609610,ATryn,BN
aubagio,aubagio,aubagio,C3497721,Aubagio,BN
augmentin,augmentin,augmentin,C0591132,Augmentin,BN
augtyro,augtyro,augtyro,C5874370,Augtyro,BN
auto injector device,auto injector device,auto injector device,,,
avalglucosidase alfa,avalglucosidase alfa,avalglucosidase alfa,C5418318,avalglucosidase alfa,IN
avandia,avandia,avandia,C0875967,Avandia,BN
avanza,avanza,avanza,,,
avastin,avastin,avastin,C1135130,Avastin,BN
avatrombopag,avatrombopag,avatrombopag,C3886460,avatrombopag,IN
aveed,aveed,aveed,C3817361,Aveed,BN
avelox,avelox,avelox,C0875968,Avelox,BN
avibactam sodium,avibactam sodium,avibactam,C3892871,avibactam sodium,PIN
avibactam sodiumceftazidime,avibactam sodiumceftazidime,avibactam sodiumceftazidime,C3489748,avibactam,IN
avodart,avodart,avodart,C1170079,Avodart,BN
avonex,avonex,avonex,C0594372,Avonex,BN
avonex pen,avonex pen,avonex pen,C0594372,Avonex,BN
avxs101,avxs101,avxs101,,,
axicabtagene ciloleucel,axicabtagene ciloleucel,axicabtagene ciloleucel,C3896829,axicabtagene ciloleucel,IN
azacitidine,azacitidine,azacitidine,C0004475,azacitidine,IN
azactam,azactam,azactam,C0699281,Azactam,BN
azathioprin,azathioprin,azathioprin,C0004482,azathioprine,IN
azathioprine,azathioprine,azathioprine,C0004482,azathioprine,IN
azathioprine azathioprine,azathioprine azathioprine,azathioprine azathioprine,C1262937,azaTHIOprine 10 MG,TMSY
azathioprine sodium,azathioprine sodium,azathioprine,C0887732,azathioprine sodium,PIN
azidothymidine,azidothymidine,azidothymidine,C0040077,thymidine,IN
azithromycin,azithromycin,azithromycin,C0052796,azithromycin,IN
azithromycin manufacturer unknown,azithromycin manufacturer unknown,azithromycin manufacturer unknown,C0052796,azithromycin,IN
azithromycin 250mg,azithromycin 250mg,azithromycin 250mg,C0983950,azithromycin 250 MG,SCDC
azithromycin anhydrous,azithromycin anhydrous,azithromycin anhydrous,C2698292,azithromycin anhydrous,PIN
azithromycin dihydrate,azithromycin dihydrate,azithromycin dihydrate,C0795582,azithromycin dihydrate,PIN
azithromycin sandoz,azithromycin sandoz,azithromycin sandoz,C0052796,azithromycin,IN
azopt,azopt,azopt,C0673967,Azopt,BN
azt,azt,azt,C0703903,20 ML AZT 10 MG/ML Injection,SY
aztreonam,aztreonam,aztreonam,C0004521,aztreonam,IN
aztreonam lysine,aztreonam lysine,aztreonam lysine,C0004521,aztreonam,IN
abacavirsulphatedolutegravirlamivudine tablet,abacavirsulphatedolutegravirlamivudine,abacavirsulphatedolutegravirlamivudine,C0663655,abacavir,IN
accentrix,accentrix,accentrix,,,
acetaminophen unknown,acetaminophen unknown,acetaminophen unknown,C0718194,Aceta,BN
acetaminophen 160mg5ml,acetaminophen 160mg5ml,acetaminophen 160mg5ml,C0982936,acetaminophen 160 MG/ML,SCDC
adartrel,adartrel,adartrel,,,
adrenaline,adrenaline,adrenaline,C1963284,Adrenalin,BN
adriblastine,adriblastine,adriblastine,C0040238,tin,IN
adrigyl,adrigyl,adrigyl,,,
advil enfants et nourrissons,advil enfants et nourrissons,advil enfants et nourrissons,C0593507,Advil,BN
advil pediatric drops,advil pediatric,advil pediatric,C0593507,Advil,BN
advilmed,advilmed,advilmed,C0593507,Advil,BN
advilmed enfants et nourrissons,advilmed enfants et nourrissons,advilmed enfants et nourrissons,C0593507,Advil,BN
aerolin,aerolin,aerolin,,,
aethoxysklerol,aethoxysklerol,aethoxysklerol,,,
agyrax,agyrax,agyrax,,,
albumex 20,albumex 20,albumex 20,C0701009,Bumex,BN
albumin 5,albumin 5,albumin 5,,,
albumin human nc,albumin human nc,albumin human nc,,,
albuterol sulfate inhalation aerosol 90 mcgactuation,albuterol sulfate inhalation aerosol 90 mcgactuation,albuterol inhalation aerosol 90 mcgactuation,C1112870,Aerosol,ET
alpiny,alpiny,alpiny,,,
amikacine mylan,amikacine mylan,amikacine mylan,C0002499,amikacin,IN
aminophylline injection usp 381025,aminophylline usp 381025,aminophylline usp 381025,C0002575,aminophylline,IN
amitriptylin dura 75 ret,amitriptylin dura 75 ret,amitriptylin dura 75 ret,,,
amitriptylin retard,amitriptylin retard,amitriptylin retard,,,
amitriptylinneuraxpharm 100,amitriptylinneuraxpharm 100,amitriptylinneuraxpharm 100,C0699631,Eurax,BN
amitriptyline hcl,amitriptyline hcl,amitriptyline,C0002600,amitriptyline,IN
amoxicillin 400 mg 5 ml powder for oral suspension,amoxicillin 400 mg 5 ml powder for oral,amoxicillin 400 mg 5 ml powder for oral,C0974347,amoxicillin 400 MG in 5 mL Oral Suspension,PSN
amoxicillin capsules usp 500 mg,amoxicillin usp 500 mg,amoxicillin usp 500 mg,C0993263,amoxicillin 500 MG,SCDC
amoxicillin oral suspension,amoxicillin oral,amoxicillin oral,C1244597,amoxicillin Oral Suspension,SCDF
amoxicillin wclavulanate potassium es600 powder for oral suspension,amoxicillin wclavulanate potassium es600 powder for oral,amoxicillin wclavulanate es600 powder for oral,C0002645,amoxicillin,IN
amoxicillinratiopharm 500 mg5 ml ts,amoxicillinratiopharm 500 mg5 ml ts,amoxicillinratiopharm 500 mg5 ml ts,C1129032,calcium acetate 500 MG,SCDC
amoxicillina triidratapotassio clavulanato,amoxicillina triidratapotassio clavulanato,amoxicillina triidratapotassio clavulanato,C0002645,amoxicillin,IN
amprenavir,amprenavir,amprenavir,C0754188,amprenavir,IN
anadin paracetamol,anadin paracetamol,anadin paracetamol,C0718194,Aceta,BN
andexanet alfa,andexanet alfa,andexanet alfa,C4079904,andexanet alfa,IN
antilepsin,antilepsin,antilepsin,,,
apresoline,apresoline,apresoline,C0699178,Apresoline,BN
apydan,apydan,apydan,,,
aripiprazole 15 mg,aripiprazole 15 mg,aripiprazole 15 mg,C1166420,aripiprazole 15 MG,SCDC
aspirin 100,aspirin 100,aspirin 100,C1124475,aspirin 100 MG,SCDC
aspirin cardio 100 mg,aspirin cardio 100 mg,aspirin cardio 100 mg,C4051486,magnesium sulfate 100 MG,SCDC
asumate 20,asumate 20,asumate 20,,,
atmadisc,atmadisc,atmadisc,,,
atovaquone proguanil biogaran,atovaquone proguanil biogaran,atovaquone proguanil biogaran,C0939219,atovaquone / proguanil,MIN
augmentin bd,augmentin bd,augmentin bd,C0591132,Augmentin,BN
avamys,avamys,avamys,,,
azantac,azantac,azantac,C0592278,Zantac,BN
aztreonam for injection manufacturer unknown,aztreonam for manufacturer unknown,aztreonam for manufacturer unknown,C0004521,aztreonam,IN
baby orajel nos benzocaine,baby orajel nos benzocaine,baby orajel nos benzocaine,C0005059,benzocaine,IN
baby orajel oral,baby orajel oral,baby orajel oral,C0722287,Orajel,BN
baby teething,baby teething,baby teething,,,
baby teething hyland homeopathic,baby teething hyland homeopathic,baby teething hyland homeopathic,C0063204,hylan,IN
babybig,babybig,babybig,C1589335,BabyBIG,BN
babys butt aid,babys butt aid,babys butt aid,C2980225,Baby's Butt Aid,BN
baclofen,baclofen,baclofen,C0004609,baclofen,IN
baclofen zentiva,baclofen zentiva,baclofen zentiva,C0004609,baclofen,IN
bacteriophages,bacteriophages,bacteriophages,,,
bacteriostatic sodium chloride,bacteriostatic sodium chloride,bacteriostatic chloride,C0006686,calcium chloride,IN
bactrim,bactrim,bactrim,C0591139,Bactrim,BN
bactrim ds,bactrim ds,bactrim ds,C0591139,Bactrim,BN
bactroban,bactroban,bactroban,C0733863,Bactroban,BN
badger sunscreen broad spectrum spf 16,badger sunscreen broad spectrum spf 16,badger sunscreen broad spectrum spf 16,,,
baktar,baktar,baktar,,,
bamlanivimab,bamlanivimab,bamlanivimab,C5421805,bamlanivimab,IN
bamlanivimabetesevimab,bamlanivimabetesevimab,bamlanivimabetesevimab,C5421805,bamlanivimab,IN
banan,banan,banan,C2722028,banana allergenic extract,IN
banzel,banzel,banzel,C2368829,Banzel,BN
baraclude,baraclude,baraclude,C1568876,Baraclude,BN
baricitinib,baricitinib,baricitinib,C4044947,baricitinib,IN
basiliximab,basiliximab,basiliximab,C0676831,basiliximab,IN
bat,bat,bat,C3556191,3-O-ethyl ascorbate,IN
baxject unspecified,baxject unspecified,baxject unspecified,,,
baxter 09 sodium chloride 9gl injection bp bag ahb1324,baxter 09 sodium chloride 9gl bp bag ahb1324,baxter 09 chloride 9gl bp bag ahb1324,C0006686,calcium chloride,IN
bcg live,bcg live,bcg live,C0255289,"BCG, live, Connaught strain",IN
bcg vaccine,bcg vaccine,bcg vaccine,C0706063,BCG vaccine 50 MG Injection,SY
bcg vaccine usp,bcg vaccine usp,bcg vaccine usp,,,
bebtelovimab,bebtelovimab,bebtelovimab,C5565647,bebtelovimab,IN
