raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
Milk Protein/Soy Protein,milk protein/soy protein,0 5 ml haemophilus influenzae b ross strain capsular polysaccharide meningococcal protein conjugate vaccine 0 265 mg/ml,85.5,C0875554,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML Injection,SCD
"Monitor, Blood Pressure, Indirect, Automatic",monitor blood pressure indirect automatic,blood stop,85.5,C2731764,Blood Stop,BN
Multivitamin,multivitamin,multihistamine-d,78.57142857142857,C0721827,Multihistamine-D,BN
"Multivitamin, Minerals, and Nutriceuticals",multivitamin minerals and nutriceuticals,1 0 18 oz benzocaine 7 5 oral gel orajel / 1 0 18 oz benzocaine 10 oral gel orajel pack orajel daytime and nighttime formula,85.5,C2961755,{1 (0.18 OZ) (benzocaine 7.5 % Oral Gel [Orajel]) / 1 (0.18 OZ) (benzocaine 10 % Oral Gel [Orajel]) } Pack [Orajel Daytime and Nighttime Formula],SY
"Multivitamin, Minerals, Iron, and Nutriceuticals",multivitamin minerals iron and nutriceuticals,1 0 18 oz benzocaine 7 5 oral gel orajel / 1 0 18 oz benzocaine 10 oral gel orajel pack orajel daytime and nighttime formula,85.5,C2961755,{1 (0.18 OZ) (benzocaine 7.5 % Oral Gel [Orajel]) / 1 (0.18 OZ) (benzocaine 10 % Oral Gel [Orajel]) } Pack [Orajel Daytime and Nighttime Formula],SY
"Nebulizer, Direct Patient Interface",nebulizer direct patient interface,1 0 4 ml adalimumab-adaz 100 mg/ml prefilled syringe hyrimoz / 1 0 8 ml adalimumab-adaz 100 mg/ml prefilled syringe hyrimoz pack hyrimoz pediatric crohn s starter kit patient weight 40 kg,85.5,C5781578,{1 (0.4 ML adalimumab-adaz 100 MG/ML Prefilled Syringe [Hyrimoz]) / 1 (0.8 ML adalimumab-adaz 100 MG/ML Prefilled Syringe [Hyrimoz]) } Pack [Hyrimoz Pediatric Crohn's Starter Kit Patient Weight < 40 KG],BPCK
Needle and/or Syringe Supplies,needle and/or syringe supplies,0 05 ml aflibercept 40 mg/ml prefilled syringe,85.5,C5943823,0.05 ML aflibercept 40 MG/ML Prefilled Syringe,SCD
"Needle, Hypodermic",needle hypodermic,pine needle oil pinus mugo,85.5,C3527641,pine needle oil (pinus mugo),IN
"Novavax COVID-19 Vaccine, Adjuvanted",novavax covid-19 vaccine adjuvanted,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
Nutriceutical,nutriceutical,tricetin,78.75,C1172894,tricetin,IN
Nutriceutical;Prenatal Vitamins,nutriceutical prenatal vitamins,ascorbic acid / biotin / calcium carbonate / cupric oxide / ferrous fumarate / folic acid / magnesium oxide / niacinamide / pantothenic acid / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin b6 / vitamin e / zinc oxide oral prenatal rx 1,85.5,C2937428,ascorbic acid / biotin / calcium carbonate / cupric oxide / ferrous fumarate / folic acid / magnesium oxide / niacinamide / pantothenic acid / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E / zinc oxide Oral Tablet [Prenatal Rx 1],SBDF
"Ointment, Multi Ingredient",multi ingredient,advantage multi for cats 10 / 1 topical,85.5,C3464921,advantage multi for cats 10 % / 1 % Topical Solution,PSN
Ostomy Product,ostomy product,/ / / chloride / / gluconate injectable product,85.5,C3855116,calcium acetate / magnesium acetate / potassium acetate / potassium chloride / sodium acetate / sodium gluconate Injectable Product,SCDG
Peanut Allergen-dnfp,peanut allergen-dnfp,1 peanut arachis hypogaea allergen-dnfp 100 mg oral powder / 1 peanut arachis hypogaea allergen-dnfp 20 mg oral powder pack,85.5,C5234556,{1 (peanut (Arachis hypogaea) allergen-dnfp 100 MG Oral Powder) / 1 (peanut (Arachis hypogaea) allergen-dnfp 20 MG Oral Powder) } Pack,GPCK
PEG/K Cl/Na Bicarb/Na Cl/Na Sulf,peg/k cl/na bicarb/na cl/na sulf,gyne sulf,85.5,C0720788,Gyne Sulf,BN
Pharmacy Supplies,pharmacy supplies,carac,72.0,C0939777,Carac,BN
Phoma Allergen Extract,phoma allergen extract,oat allergenic extract,86.36363636363636,C2722023,oat allergenic extract,IN
"Pneumococcal 13-Valent Vaccine, Diphtheria Conjug",pneumococcal 13-valent vaccine diphtheria conjug,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
"Pneumococcal 15-Valent Vaccine, Diphtheria Conjuga",pneumococcal 15-valent vaccine diphtheria conjuga,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
"Pneumococcal 20-Valent Vaccine, Diphtheria Conjuga",pneumococcal 20-valent vaccine diphtheria conjuga,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
Prenatal Vitamins,prenatal vitamins,prenatal vitamin with minerals and folic acid greater than 0 8 mg oral,87.27272727272728,C2343949,prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet,SY
"Pump, Breast, Powered",pump breast powered,androgel 1 12 5 mg/actuat transdermal gel pump 60 actuat,85.5,C3853714,"AndroGel 1 % (12.5 MG/ACTUAT) Transdermal Gel Pump, 60 ACTUAT",SY
Quercus virginiana Allergen Extract,quercus virginiana allergen extract,juniperus virginiana allergenic extract,89.1891891891892,C2726173,Juniperus virginiana allergenic extract,IN
Respiratory Syncytial Virus Vaccine,respiratory syncytial virus vaccine,0 1 ml influenza a virus a/california/7/2009 h1n1 antigen 0 09 mg/ml / influenza a virus a/hong kong/4801/2014 h3n2 antigen 0 09 mg/ml / influenza b virus b/brisbane/60/2008 antigen 0 09 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0 09 mg/ml prefilled syringe,85.5,C4271600,0.1 ML influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML Prefilled Syringe,SCD
Rhizopus Allergen Extract,rhizopus allergen extract,hops allergenic extract,87.5,C2740662,hops allergenic extract,IN
Saliva Substitutes,saliva substitutes,salivasure,75.78947368421052,C4033607,Salivasure,BN
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)",sars-cov-2 covid-19 vaccine mrna moderna,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",sars-cov-2 covid-19 vaccine mrna pfizer,sars-cov-2 covid-19 vaccine mrna spike protein,87.05882352941177,C5424007,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein",IN
"Shampoo, Multi Ingredient",shampoo multi ingredient,1 10 ml zinc pyrithione 10 mg/ml medicated shampoo / 1 10 ml zinc pyrithione 5 mg/ml medicated shampoo pack,85.5,C3692296,{1 (10 ML) (zinc pyrithione 10 MG/ML Medicated Shampoo) / 1 (10 ML) (zinc pyrithione 5 MG/ML Medicated Shampoo) } Pack,GPCK
"Solution, Multi Ingredient",multi ingredient,advantage multi for cats 10 / 1 topical,85.5,C3464921,advantage multi for cats 10 % / 1 % Topical Solution,PSN
"Spray, Multi Ingredient",multi ingredient,advantage multi for cats 10 / 1 topical,85.5,C3464921,advantage multi for cats 10 % / 1 % Topical Solution,PSN
Stevia Extract,stevia extract,sepia extract,88.88888888888889,C1166067,Sepia extract,IN
"Strip, Adhesive",strip adhesive,aspirin 81 mg oral strip,85.5,C3817798,aspirin 81 MG Oral Strip,SY
"Suspension, Multi Ingredient",multi ingredient,advantage multi for cats 10 / 1 topical,85.5,C3464921,advantage multi for cats 10 % / 1 % Topical Solution,PSN
Syringe and Needle,syringe and needle,0 05 ml aflibercept 40 mg/ml prefilled syringe,85.5,C5943823,0.05 ML aflibercept 40 MG/ML Prefilled Syringe,SCD
"Syringe, Allergy",syringe allergy,0 05 ml aflibercept 40 mg/ml prefilled syringe,85.5,C5943823,0.05 ML aflibercept 40 MG/ML Prefilled Syringe,SCD
"Syrup, Multi Ingredient",multi ingredient,advantage multi for cats 10 / 1 topical,85.5,C3464921,advantage multi for cats 10 % / 1 % Topical Solution,PSN
"Tape, Adhesive",tape adhesive,/ silver medicated pad or tape,85.5,C3219393,potassium nitrate / silver nitrate Medicated Pad or Tape,SCDG
Tdap Vaccine,tdap vaccine,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
Tick-Borne Encephalitis Vaccine,tick-borne encephalitis vaccine,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
Troche Base,troche base,4xla base 0 6 topical,85.5,C4027244,4XLA Base 0.6 % Topical Solution,PSN
Tubing,tubing,ting,80.0,C0723760,Ting,BN
"Urine Test, Microalbuminuria",urine test microalbuminuria,mumps skin test antigen 40 cfu/ml injectable,85.5,C0694218,mumps skin test antigen 40 CFU/ML Injectable Suspension,SCD
"Urine Test, Multiple",urine test multiple,mumps skin test antigen 40 cfu/ml,85.5,C1321792,mumps skin test antigen 40 CFU/ML,SCDC
Vision Training Products,vision training products,visine,75.00000000000001,C0733853,Visine,BN
Vit B12/Vitamin B3/Vit B5/Vit B6/Vit B2/Vit B1,vit b12/vitamin b3/vit b5/vit b6/vit b2/vit b1,aflatoxin b1,85.5,C0085180,aflatoxin B1,IN
Vit B6;Prenatal Vitamins,vit b6 prenatal vitamins,12 hr doxylamine 20 mg / vitamin b6 20 mg extended release oral,85.5,C4293919,12 HR doxylamine succinate 20 MG / vitamin B6 Hydrochloride 20 MG Extended Release Oral Tablet,SY
"Waste Disposal Unit, Sharps",waste disposal unit sharps,moderiba 1000 dose pack 4 unit dose packs 14 each,85.5,C3696424,"Moderiba 1000 Dose Pack, 4 Unit Dose Packs, 14 Tablets Each",PSN
"Wax, Multi Ingredient",wax multi ingredient,advantage multi for cats 10 / 1 topical,85.5,C3464921,advantage multi for cats 10 % / 1 % Topical Solution,PSN
Whey Protein Isolate,whey protein isolate,soy protein isolate,87.17948717948718,C0677666,soy protein isolate,IN
Witepsol H 15,witepsol h 15,0 15 ml methotrexate 50 mg/ml auto-injector,85.5,C3847976,0.15 ML methotrexate 50 MG/ML Auto-Injector,SCD
Wound and/or Dressing Supplies,wound and/or dressing supplies,allantoin / benzethonium chloride topical berberex wound cleanser,85.5,C5839648,allantoin / benzethonium chloride Topical Solution [Berberex Wound Cleanser],SBDFP
Wound/Dressing and/or Ostomy Supplies,wound/dressing and/or ostomy supplies,essian,75.00000000000001,C1711642,Essian,BN
"Zoster Vaccine Recombinant, Adjuvanted",zoster vaccine recombinant adjuvanted,0 25 ml sars-cov-2 covid-19 vaccine mrna-1273 omicron kp 2 0 1 mg/ml prefilled syringe,85.5,C5941863,"0.25 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe",SCD
10 dextrose injection usp 500ml,10 dextrose usp 500ml,0 05 ml lucentis 10 mg/ml prefilled syringe,85.5,C4301475,0.05 ML Lucentis 10 MG/ML Prefilled Syringe,SY
3tc complex,3tc complex,2 ml iron-dextran complex 50 mg/ml,85.5,C4281856,2 ML iron-dextran complex 50 MG/ML Injection,SCD
5asa,5asa,asa 1 5 mg/ml oral,77.14285714285715,C0350230,ASA 1.5 MG/ML Oral Solution,SY
6 mp,6 mp,0 05 ml ranibizumab 6 mg/ml,85.5,C3486466,0.05 ML ranibizumab 6 MG/ML Injection,SCD
6mp,6mp,ascomp,72.0,C1878775,Ascomp,BN
70 dextrose injection usp,70 dextrose usp,1 1 2 ml interferon alfa-2b 15000000 unt/ml injectable / 70 ribavirin 200 mg oral pack,85.5,C2342661,{1 (1.2 ML) (interferon alfa-2b 15000000 UNT/ML Injectable Solution) / 70 (ribavirin 200 MG Oral Capsule) } Pack,GPCK
acc acute,acc acute,seroquel 14-day sample kit for acute bipolar depression,85.5,C4019583,Seroquel XR 14-Day Sample Kit for Acute Bipolar Depression,SY
aciclovir aciclovir,aciclovir aciclovir,famciclovir,81.0,C0209227,famciclovir,IN
aciclovir rpg 5 creme,aciclovir rpg 5 creme,/ / / oxybates 0 5 gm in 1 ml oral,85.5,C5399300,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,PSN
acide clavulanique,acide clavulanique,clavulanic acid,80.6060606060606,C0055860,clavulanic acid,PIN
acide folinique,acide folinique,bacid,80.0,C0718793,Bacid,BN
acide folique,acide folique,bacid,80.0,C0718793,Bacid,BN
actilyse,actilyse,actiq,80.0,C0718245,Actiq,BN
actiskenan,actiskenan,actiq,80.0,C0718245,Actiq,BN
acz885,acz885,tac,72.0,C2962221,TAC,BN
addamel n,addamel n,/ dibasic / monobasic oral vis-phos n,85.5,C1878765,"potassium phosphate / sodium phosphate, dibasic / sodium phosphate, monobasic Oral Tablet [Vis-Phos N]",SBDF
addaven,addaven,adagen,76.92307692307692,C0718256,Adagen,BN
adoport,adoport,cladosoprium cladosporioides allergenic extract,77.14285714285715,C2918506,Cladosoprium cladosporioides allergenic extract,IN
adreview,adreview,revex,72.0,C0723050,Revex,BN
adriacin,adriacin,adriamycin,88.88888888888889,C0085752,Adriamycin,BN
advagraf,advagraf,adagrasib 200 mg,77.14285714285715,C5770850,adagrasib 200 MG,SCDC
advate 250 iu injektiokuivaaine ja liuotin liuosta varten,advate 250 iu injektiokuivaaine ja liuotin liuosta varten,1 10 ml sodium nitrite 30 mg/ml / 1 50 ml sodium thiosulfate 250 mg/ml pack nithiodote,85.5,C2962587,{1 (10 ML sodium nitrite 30 MG/ML Injection) / 1 (50 ML sodium thiosulfate 250 MG/ML Injection) } Pack [Nithiodote],BPCK
advil enfants et nourrissons 20 mg1 ml suspension buvable en flacon,advil enfants et nourrissons 20 mg1 ml buvable en flacon,/ / / oxybates 0 5 gm in 1 ml oral,85.5,C5399300,calcium / magnesium / potassium / sodium oxybates 0.5 GM in 1 mL Oral Solution,PSN
aerius,aerius,lactobacillus salivarius,81.81818181818181,C0317593,Lactobacillus salivarius,SY
akrinor,akrinor,citiolone / silymarin oral,77.14285714285715,C1247948,citiolone / silymarin Oral Solution,SCDF
alaninearginineaspartic acidcysteine hydrochlorideglutamic acidglycinehistidineisoleucineleucinelysine acetatemethioninephenylalanineprolineserinetaurinethreoninetryptophantyrosinevaline,alaninearginineaspartic acidcysteine hydrochlorideglutamic acidglycinehistidineisoleucineleucinelysine acetatemethioninephenylalanineprolineserinetaurinethreoninetryptophantyrosinevaline,cysteamine hydrochloride,82.5,C0887458,cysteamine hydrochloride,PIN
alepsal 00023201,alepsal 00023201,alo,72.0,C3474139,Alo,BN
alisertib,alisertib,alli,77.14285714285715,C1871879,Alli,BN
aluvia,aluvia,aluvea,83.33333333333334,C2963027,Aluvea,BN
ambrohexal,ambrohexal,amber,80.0,C0242864,amber,IN
amineurin,amineurin,pamine,81.81818181818181,C0722436,Pamine,BN
amino acids source unspecified,amino acids source unspecified,1- 3-amino-4-hydroxyphenyl -2- 2- 4-methoxyphenyl -1-methylethyl amino ethanol,85.5,C5242172,1-(3-amino-4-hydroxyphenyl)-2-((2-(4-methoxyphenyl)-1-methylethyl)amino)ethanol,IN
amino acidscarbohydrateselectrolytes nosvitamins,amino acidscarbohydrateselectrolytes nosvitamins,1- 3-amino-4-hydroxyphenyl -2- 2- 4-methoxyphenyl -1-methylethyl amino ethanol,85.5,C5242172,1-(3-amino-4-hydroxyphenyl)-2-((2-(4-methoxyphenyl)-1-methylethyl)amino)ethanol,IN
amino acidsdextroseelectrolytes nos,amino acidsdextroseelectrolytes nos,1- 3-amino-4-hydroxyphenyl -2- 2- 4-methoxyphenyl -1-methylethyl amino ethanol,85.5,C5242172,1-(3-amino-4-hydroxyphenyl)-2-((2-(4-methoxyphenyl)-1-methylethyl)amino)ethanol,IN
aminoglycoside aminoglycoside antibacterials,aminoglycoside aminoglycoside antibacterials,glycolide,80.0,C3833240,glycolide,IN
amlor,amlor,alor,88.88888888888889,C0718413,Alor,BN
ammonaps,ammonaps,ammonia,80.0,C0002607,ammonia,IN
amn107,amn107,amen,77.14285714285715,C0305236,Amen,BN
amoksiklav,amoksiklav,silka,72.0,C4081481,Silka Cream,BN
amoxycillin almus,amoxycillin almus,amoxicillin,81.81818181818181,C0002645,amoxicillin,IN
amphomoronal,amphomoronal,camphor,75.00000000000001,C0006809,camphor,IN
anaesthetic,anaesthetic,benzocaine 0 2 mg/mg gelato anesthetic,85.71428571428571,C1962410,benzocaine 0.2 MG/MG [Gelato Anesthetic],SBDC
anaesthetic unspecified,anaesthetic unspecified,carbomer homopolymer unspecified type,85.5,C0054769,"carbomer homopolymer, unspecified type",SY
anapeine,anapeine,asenapine,82.35294117647058,C2000088,asenapine,IN
andrographolide,andrographolide,lidex,80.0,C0728789,Lidex,BN
angal s,angal s,2-bromobutane s -,85.5,C0954395,"2-bromobutane, (S)-",PIN
anhiba,anhiba,aniba rosaeodora whole extract,81.81818181818181,C5449984,Aniba rosaeodora whole extract,IN
antithymocyte globulin rabbit,antithymocyte globulin rabbit,anti-thymocyte globulin rabbit 25 mg,89.23076923076923,C0359159,anti-thymocyte globulin (rabbit) 25 MG Injection,SY
antithymocyte globulin rabbit nos,antithymocyte globulin rabbit nos,anti-thymocyte globulin rabbit 25 mg,86.95652173913044,C0359159,anti-thymocyte globulin (rabbit) 25 MG Injection,SY
antithymocyte globulin rabbitrabbit antihuman thymocyte immunoglobulin,antithymocyte globulin rabbitrabbit antihuman thymocyte immunoglobulin,0 5 ml rho d immune globulin human 1200 unt/ml,85.5,C4082967,"0.5 ML Rho(D) immune globulin, human 1200 UNT/ML Injection",SCD
anti thymocyte globulin rabbit nos,anti thymocyte globulin rabbit nos,anti-thymocyte globulin rabbit 25 mg,85.71428571428572,C0359159,anti-thymocyte globulin (rabbit) 25 MG Injection,SY
antihemophilic factor pegylated mw 20000 human sequence recombinant,antihemophilic factor pegylated mw 20000 human sequence recombinant,antihemophilic factor recombinant pegylated 1 unt,88.80434782608695,C4080638,antihemophilic factor (recombinant) pegylated 1 UNT Injection,SCD
antilymphocyte globulin,antilymphocyte globulin,antilymphocyte immunoglobulin,88.46153846153845,C0003371,antilymphocyte immunoglobulin,IN
antithymocyte globulin,antithymocyte globulin,5 ml lymphocyte immune globulin anti-thymocyte globulin equine 50 mg/ml,85.9090909090909,C0689413,"5 ML lymphocyte immune globulin, anti-thymocyte globulin, equine 50 MG/ML Injection",SCD
antithymocyte immunoglobulin rabbit,antithymocyte immunoglobulin rabbit,1 1 25 ml hyaluronidase human recombinant 160 unt/ml / 1 25 ml immunoglobulin g human 100 mg/ml pack,85.5,C3856154,"{1 (1.25 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (25 ML immunoglobulin G, human 100 MG/ML Injection) } Pack",GPCK
aprovel,aprovel,apra,77.14285714285715,C0718617,Apra,BN
aqua pro injectione baxter,aqua pro injectione baxter,1 113400 mg ammonium lactate 120 mg/ml topical foam pro 12 / 1 45000 mg mometasone furoate 1 mg/ml topical momexin pack momexin kit,85.5,C2710084,{1 (113400 MG) (ammonium lactate 120 MG/ML Topical Foam [Pro 12]) / 1 (45000 MG) (mometasone furoate 1 MG/ML Topical Cream [Momexin]) } Pack [Momexin Kit],BPCK
aquadeks,aquadeks,naqua,80.0,C0740163,Naqua,BN
ara c,ara c,all day c cr,85.5,C0718360,All Day C CR,BN
arbidol,arbidol,10 ml foscarbidopa 12 mg/ml / foslevodopa 240 mg/ml,77.14285714285715,C5964679,10 ML foscarbidopa 12 MG/ML / foslevodopa 240 MG/ML Injection,SCD
arterenol,arterenol,1 ml isoproterenol 0 2 mg/ml,80.0,C4049075,1 ML isoproterenol hydrochloride 0.2 MG/ML Injection,SCD
artist,artist,artiss,83.33333333333334,C2348674,Artiss,BN
aspegic,aspegic,3-phytase a aspergillus niger,77.14285714285715,C5967037,3-phytase A (Aspergillus niger),IN
aspegic baby,aspegic baby,anbesol baby 7 5 oral gel,85.5,C0714941,Anbesol Baby 7.5 % Oral Gel,PSN
atg 00575401,atg 00575401,at 10,72.0,C0591126,AT 10,BN
atgfresenius,atgfresenius,atp,72.0,C0001480,ATP,SY
atg fresenius,atg fresenius,atp,72.0,C0001480,ATP,SY
atosil,atosil,atosiban 7 5 mg/ml,81.81818181818181,C1306355,atosiban 7.5 MG/ML,SCDC
atosil 00033002,atosil 00033002,actos,80.0,C0875954,Actos,BN
auto injector device,auto injector device,0 25 mg 0 5 mg dose 1 5 ml ozempic 1 34 mg/ml pen injector,85.5,C4521383,"0.25 MG, 0.5 MG Dose 1.5 ML Ozempic 1.34 MG/ML Pen Injector",SY
avanza,avanza,avinza,83.33333333333334,C1170078,Avinza,BN
avxs101,avxs101,claravis 10 mg oral,64.28571428571429,C1329264,Claravis 10 MG Oral Capsule,SY
