raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
Insulin Syringe/Needles,insulin syringe/needles,insulin analog aspart 100 unt/ml injectable,85.5,C0977802,"insulin analog, aspart 100 UNT/ML Injectable Solution",SY
Iva annua Allergen Extract,iva annua allergen extract,iva annua pollen extract,88.0,C2701629,Iva annua pollen extract,SY
"Japanese Encephalitis Vaccine, Inactivated Adsorb",japanese encephalitis vaccine inactivated adsorb,japanese encephalitis virus vaccine inactivated,88.52272727272728,C1579318,"Japanese encephalitis virus vaccine, inactivated",IN
Johnson Grass Allergen Extract,johnson grass allergen extract,johnson grass pollen extract,89.65517241379311,C2701339,Johnson grass pollen extract,IN
"K Phos, Monobasic/Na Phos, Monobasic",k phos monobasic/na phos monobasic,k norm,85.5,C0721184,K Norm,BN
"K Phos/Na Phos, Dibasic/Na Phos, Monobasic",k phos/na phos dibasic/na phos monobasic,k norm,85.5,C0721184,K Norm,BN
Lactic Acid/Urea,lactic acid/urea,lactic acid,81.4814814814815,C0064582,lactic acid,PIN
Lactobacillus Combination,lactobacillus combination,lactase / lactobacillus acidophilus extended release oral,85.5,C1703451,lactase / Lactobacillus acidophilus Extended Release Oral Capsule,SCDF
Lamb s Quarter Allergen Extract,lamb s quarter allergen extract,lambs quarters pollen extract,86.66666666666667,C2701435,lambs quarters pollen extract,IN
Lancet,lancet,laneth-75,81.81818181818181,C5399240,laneth-75,IN
Lemon Balm/Melatonin,lemon balm/melatonin,lemon allergenic extract 0 025 gm/ml injectable,85.5,C4735030,lemon allergenic extract 0.025 GM/ML Injectable Solution,SY
Leptospermum Honey,leptospermum honey,leptospermum petersonii leaf oil extract,85.5,C3488982,Leptospermum petersonii leaf oil extract,IN
Levomilnacipran Hydrochloride;Levomilnacipran Hydr,levomilnacipran hydrochloride levomilnacipran hydr,levacecarnine hydrochloride,85.5,C1509873,levacecarnine hydrochloride,SY
Levothyroxine Sodium/Liothyronine Sodium,levothyroxine sodium/liothyronine sodium,levo-t,81.81818181818181,C0721340,Levo-T,BN
"Lozenge, Multi Ingredient",lozenge multi ingredient,lozenge product,85.5,C3465368,Lozenge Product,DFG
Meningococcal Oligosaccharide Vac Diphtheria Conj,meningococcal oligosaccharide vac diphtheria conj,menactra meningococcal groups a c y and w-135 polysaccharide diphtheria toxoid conjugate vaccine 0 5 ml,85.5,C1618624,"Menactra Meningococcal (Groups A,C,Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine 0.5 ML Injection",SY
Meningococcal Polysaccharide Vac Diphtheria Conj,meningococcal polysaccharide vac diphtheria conj,menactra meningococcal groups a c y and w-135 polysaccharide diphtheria toxoid conjugate vaccine 0 5 ml,85.5,C1618624,"Menactra Meningococcal (Groups A,C,Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine 0.5 ML Injection",SY
"Meningococcal Vac, Tetanus Conjugate, Quadrivalent",meningococcal vac tetanus conjugate quadrivalent,menactra meningococcal groups a c y and w-135 polysaccharide diphtheria toxoid conjugate vaccine 0 5 ml,85.5,C1618624,"Menactra Meningococcal (Groups A,C,Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine 0.5 ML Injection",SY
"Meter, Peak Flow, Spirometry",meter peak flow spirometry,meted,80.0,C0721686,Meted,BN
Mg Cl/K Cl/Na Ace/Na Cl/Na Gluconate,mg cl/k cl/na ace/na cl/na gluconate,mg 217,85.5,C0721495,MG 217,BN
Mg Sulf/K Cl/Na Sulf,mg sulf/k cl/na sulf,mg 217,85.5,C0721495,MG 217,BN
Milk Protein/Soy Protein,milk protein/soy protein,milantex aluminum hydroxide 200 mg / milk of magnesia 200 mg / simethicone 20 mg per 5 ml oral,85.5,C2940783,Milantex (aluminum hydroxide 200 MG / milk of magnesia 200 MG / simethicone 20 MG) per 5 ML Oral Suspension,SY
Milk Protein/Soybean Oil,milk protein/soybean oil,milantex aluminum hydroxide 200 mg / milk of magnesia 200 mg / simethicone 20 mg per 5 ml oral,85.5,C2940783,Milantex (aluminum hydroxide 200 MG / milk of magnesia 200 MG / simethicone 20 MG) per 5 ML Oral Suspension,SY
"Mold, Suppository",mold suppository,mold extract 10 mg/ml injectable,85.5,C0777397,mold extract 10 MG/ML Injectable Solution,SCD
Omega-3-Acid Ethyl Esters,omega-3-acid ethyl esters,omega-3 acid ethyl esters usp,88.88888888888889,C1532673,omega-3 acid ethyl esters (USP),IN
Ostomy Product,ostomy product,osteo bi-flex oral product,85.5,C3497743,Osteo Bi-Flex Oral Product,SBDG
"Padimate O/Petrolatum, White",padimate o/petrolatum white,padimate a,85.5,C0069936,padimate A,IN
Peanut Allergen-dnfp,peanut allergen-dnfp,peanut allergenic extract 0 1 gm/ml injectable,85.5,C2709527,peanut allergenic extract 0.1 GM/ML Injectable Solution,SY
PEG Electrolyte Lavage Solution,peg electrolyte lavage,peg 3350 420 gm / potassium chloride 1 48 gm / sodium bicarbonate 5 72 gm / sodium chloride 11 2 gm per 4 l powder for oral,85.5,C2345786,PEG 3350 420 GM / potassium chloride 1.48 GM / sodium bicarbonate 5.72 GM / sodium chloride 11.2 GM per 4 L Powder for Oral Solution,SY
"PEG Electrolyte Lavage Solution;Powder, Multi Ingr",peg electrolyte lavage powder multi ingr,peg 3350 420 gm / potassium chloride 1 48 gm / sodium bicarbonate 5 72 gm / sodium chloride 11 2 gm per 4 l powder for oral,85.5,C2345786,PEG 3350 420 GM / potassium chloride 1.48 GM / sodium bicarbonate 5.72 GM / sodium chloride 11.2 GM per 4 L Powder for Oral Solution,SY
Peru Balsam,peru balsam,peruvian balsam / trypsin,85.5,C2928065,Peruvian balsam / trypsin,MIN
Peru Balsam/Petrolatum/Zinc Oxide,peru balsam/petrolatum/zinc oxide,percara original menthol 0 1 / zinc oxide 1 topical powder,85.5,C3496676,Percara Original (menthol 0.1 % / zinc oxide 1 % ) Topical Powder,SY
Phenyleph HCl/Promethazine HCl,phenyleph hcl/promethazine hcl,phena-hc chlorpheniramine maleate 2 mg / hydrocodone bitartrate 2 5 mg / phenylephrine hcl 5 mg / pyrilamine maleate 2 5 mg per 5 ml oral,85.5,C1949601,Phena-HC (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 MG / phenylephrine HCl 5 MG / pyrilamine maleate 2.5 MG) per 5 ML Oral Suspension,SY
Phenyleph HCl/Thonzylamine HCl,phenyleph hcl/thonzylamine hcl,phena-hc chlorpheniramine maleate 2 mg / hydrocodone bitartrate 2 5 mg / phenylephrine hcl 5 mg / pyrilamine maleate 2 5 mg per 5 ml oral,85.5,C1949601,Phena-HC (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 MG / phenylephrine HCl 5 MG / pyrilamine maleate 2.5 MG) per 5 ML Oral Suspension,SY
Phenyleph HCl/Triprolidine HCl,phenyleph hcl/triprolidine hcl,phena-hc chlorpheniramine maleate 2 mg / hydrocodone bitartrate 2 5 mg / phenylephrine hcl 5 mg / pyrilamine maleate 2 5 mg per 5 ml oral,85.5,C1949601,Phena-HC (chlorpheniramine maleate 2 MG / hydrocodone bitartrate 2.5 MG / phenylephrine HCl 5 MG / pyrilamine maleate 2.5 MG) per 5 ML Oral Suspension,SY
Phenylephrine Hydrochloride/Pyrilamine Maleate,phenylephrine hydrochloride/pyrilamine maleate,phen-tuss ad phenylephrine hydrochloride 5 mg / promethazine hydrochloride 6 25 mg per 5 ml oral,85.5,C1584874,PHEN-TUSS AD (phenylephrine hydrochloride 5 MG / promethazine hydrochloride 6.25 MG) per 5 ML Oral Solution,SY
"Phenytoin Sodium, Extended",phenytoin sodium extended,phenazopyridine 200 mg extended release oral,85.5,C0979422,phenazopyridine 200 MG Extended Release Oral Tablet,SCD
Phoma Allergen Extract,phoma allergen extract,phoenix dactylifera pollen extract,85.5,C2701749,Phoenix dactylifera pollen extract,SY
Phosphate/Sodium,phosphate/sodium,phosphite,80.0,C4082557,phosphite,IN
"Pneumococcal 13-Valent Vaccine, Diphtheria Conjug",pneumococcal 13-valent vaccine diphtheria conjug,pneumococcal 13-valent conjugate vaccine diphtheria crm197 protein 0 5 ml prefilled syringe,85.5,C2746123,pneumococcal 13-valent conjugate vaccine (diphtheria CRM197 Protein) 0.5 ML Prefilled Syringe,SY
"Pneumococcal 15-Valent Vaccine, Diphtheria Conjuga",pneumococcal 15-valent vaccine diphtheria conjuga,pneumococcal 13-valent conjugate vaccine diphtheria crm197 protein 0 5 ml prefilled syringe,85.5,C2746123,pneumococcal 13-valent conjugate vaccine (diphtheria CRM197 Protein) 0.5 ML Prefilled Syringe,SY
"Pneumococcal 20-Valent Vaccine, Diphtheria Conjuga",pneumococcal 20-valent vaccine diphtheria conjuga,pneumococcal 13-valent conjugate vaccine diphtheria crm197 protein 0 5 ml prefilled syringe,85.5,C2746123,pneumococcal 13-valent conjugate vaccine (diphtheria CRM197 Protein) 0.5 ML Prefilled Syringe,SY
"Polymyxin B Sulfate, Micronized",polymyxin b sulfate micronized,poly d,85.5,C0722666,Poly D,BN
Polymyxin B Sulfate/Trimethoprim Sulfate,polymyxin b sulfate/trimethoprim sulfate,poly pact bacitracin 0 5 unt/mg / polymyxin b 10 unt/mg ophthalmic,85.5,C1613580,Poly Pact (bacitracin 0.5 UNT/MG / polymyxin B 10 UNT/MG) Ophthalmic Ointment,SY
Polyvinyl Alcohol/Povidone,polyvinyl alcohol/povidone,polyethylene glycol 400 / polyvinyl alcohol,85.5,C2928013,polyethylene glycol 400 / polyvinyl alcohol,MIN
"Polyvinyl Chloride, Radiopaque",polyvinyl chloride radiopaque,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,85.5,C2111788,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,MIN
Potassium Nitrate/Silver Nitrate,potassium nitrate/silver nitrate,nitrate ion,85.5,C3848573,nitrate ion,IN
PSE HCl/Triprolidine HCl,pse hcl/triprolidine hcl,pseudatex hc guaifenesin 200 mg / hydrocodone bitartrate 6 mg / pseudoephedrine hcl 45 mg per 5 ml oral,85.5,C1966629,Pseudatex HC (guaifenesin 200 MG / hydrocodone bitartrate 6 MG / pseudoephedrine HCl 45 MG) per 5 ML Oral Solution,SY
Quercus virginiana Allergen Extract,quercus virginiana allergen extract,quebracho bark extract,85.5,C3488183,quebracho bark extract,IN
Rabies Vaccine,rabies vaccine,rabies immune globulin human,85.5,C0301503,"rabies immune globulin, human",IN
Respiratory Syncytial Virus Vaccine,respiratory syncytial virus vaccine,respiratory syncytial virus immune globulin intravenous,85.5,C0388013,respiratory syncytial virus immune globulin intravenous,IN
Rhizopus Allergen Extract,rhizopus allergen extract,rhizopus arrhizus allergenic extract / rhizopus stolonifer allergenic extract,85.5,C4734531,Rhizopus arrhizus allergenic extract / Rhizopus stolonifer allergenic extract,MIN
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)",sars-cov-2 covid-19 vaccine mrna moderna,sars-cov-2 covid-19 vaccine 2023-2024 mrna-1273 omicron xbb 1 5 0 25 ml 6m through 11y eua,85.5,C5833932,"SARS-CoV-2 (COVID-19) vaccine 2023-2024, mRNA-1273 OMICRON (XBB.1.5) 0.25 ML Injection, 6m through 11y (EUA)",PSN
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",sars-cov-2 covid-19 vaccine mrna pfizer,sars-cov-2 covid-19 vaccine mrna spike protein,87.05882352941177,C5424007,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein",IN
"Shampoo, Multi Ingredient",shampoo multi ingredient,shampoo product,85.5,C1704277,Shampoo Product,DFG
Stevia Extract,stevia extract,stellaria media extract,85.5,C3495097,Stellaria media extract,IN
"Sulfamethoxazole, Micronized",sulfamethoxazole micronized,sulfac,81.81818181818181,C2927744,Sulfac,BN
Sulfamethoxazole/Trimethoprim,sulfamethoxazole/trimethoprim,sulfac,81.81818181818181,C2927744,Sulfac,BN
Syringe,syringe,syringa oblata whole extract,83.07692307692308,C5925528,Syringa oblata whole extract,IN
Tangerine Oil,tangerine oil,tanacetum annuum flowering top oil,85.5,C5243151,Tanacetum annuum flowering top oil,IN
Tick-Borne Encephalitis Vaccine,tick-borne encephalitis vaccine,tick-borne encephalitis purified antigen 0 0048 mg/ml,85.5,C5558543,tick-borne encephalitis purified antigen 0.0048 MG/ML,SCDC
"Trimethoprim, Micronized",trimethoprim micronized,triam,80.0,C2962267,Triam,BN
Vit B Complex,vit b complex,vit-c 12 mg/ml / folate 0 2 mg/ml / polysaccharide iron complex 20 mg/ml / vitamin b12 0 003 mg/ml oral,85.5,C2918205,vit-C 12 MG/ML / folate 0.2 MG/ML / polysaccharide iron complex 20 MG/ML / vitamin B12 0.003 MG/ML Oral Solution,SY
Vit B12/Vitamin B3/Vit B5/Vit B6/Vit B2/Vit B1,vit b12/vitamin b3/vit b5/vit b6/vit b2/vit b1,vit-b3 15 mg / pantothenic acid 5 mg / riboflavin 2 mg / vitamin b1 2 mg / vitamin b12 0 002 mg / vitamin b6 2 mg oral,85.5,C3257276,vit-B3 15 MG / pantothenic acid 5 MG / riboflavin 2 MG / vitamin B1 2 MG / vitamin B12 0.002 MG / vitamin B6 2 MG Oral Tablet,SY
Vit B6;Prenatal Vitamins,vit b6 prenatal vitamins,vit-b1 100 mg / vitamin b6 100 mg delayed release oral,85.5,C1363301,vit-B1 100 MG / Vitamin B6 100 MG Delayed Release Oral Tablet,SY
Vit C/Biotin/Cu/Vit B12/DSS/Folic Acid/Fe/Vit E,vit c/biotin/cu/vit b12/dss/folic acid/fe/vit e,vit-c 100 mg / magnesium sulfate 70 mg / vitamin e 165 mg / znso4 80 mg oral,85.5,C1613124,vit-C 100 MG / Magnesium Sulfate 70 MG / Vitamin E 165 MG / ZnSO4 80 MG Oral Tablet,SY
Vit C/Biotin/Cu/Vit B12/Folic Acid/Fe/Vit E,vit c/biotin/cu/vit b12/folic acid/fe/vit e,vit-c 100 mg / magnesium sulfate 70 mg / vitamin e 165 mg / znso4 80 mg oral,85.5,C1613124,vit-C 100 MG / Magnesium Sulfate 70 MG / Vitamin E 165 MG / ZnSO4 80 MG Oral Tablet,SY
Vit C/Cholecalciferol/Na Fluoride/Vit A,vit c/cholecalciferol/na fluoride/vit a,vit-c 10 8 mg/ml / cholecalciferol 72 unt/ml / dl-alpha tocopheryl acetate 2 7 unt/ml / niacinamide 2 44 mg/ml / vit-b6 0 189 mg/ml / riboflavin 0 216 mg/ml / vit-b1 hydrochloride 0 168 mg/ml / vitamin a 450 unt/ml / vitamin b12 0 00081 mg/ml oral,85.5,C2979513,vit-C 10.8 MG/ML / cholecalciferol 72 UNT/ML / dl-alpha tocopheryl acetate 2.7 UNT/ML / niacinamide 2.44 MG/ML / vit-B6 0.189 MG/ML / riboflavin 0.216 MG/ML / vit-B1 hydrochloride 0.168 MG/ML / vitamin A 450 UNT/ML / vitamin B12 0.00081 MG/ML Oral Solution,SY
Vit C/Ferrous Fum/Fe Polysaccharide/Vitamin B3,vit c/ferrous fum/fe polysaccharide/vitamin b3,vit-b3 500 mg oral niacor b3,85.5,C0709034,vit-B3 500 MG Oral Tablet [Niacor B3],SY
Vit C/Na Ascorbate;PEG Electrolyte Lavage Solution,vit c/na ascorbate peg electrolyte lavage,vit-c 1000 mg / calcium ascorbate 125 mg extended release oral,85.5,C2682449,vit-C 1000 MG / Calcium ascorbate 125 MG Extended Release Oral Tablet,SY
Vit C/Vit B12/Ferrous Fum/Folic Acid,vit c/vit b12/ferrous fum/folic acid,vit-b3 15 mg / pantothenic acid 5 mg / riboflavin 2 mg / vit-b1 2 mg / vitamin b12 0 002 mg / vitamin b6 2 mg oral,85.5,C3257276,vit-B3 15 MG / pantothenic acid 5 MG / riboflavin 2 MG / vit-B1 2 MG / vitamin B12 0.002 MG / vitamin B6 2 MG Oral Tablet,SY
Vitamin A/Vitamin D,vitamin a/vitamin d,vit-b1 1 1 mg/ml / vitamin b12 0 0025 mg/ml oral,85.5,C0976013,vit-B1 1.1 MG/ML / vitamin B12 0.0025 MG/ML Oral Solution,SY
Vitamin B Complex and Iron;Vitamin B Complex and M,vitamin b complex and iron vitamin b complex and m,vit-b3 15 mg / pantothenic acid 5 mg / riboflavin 2 mg / vit-b1 2 mg / vitamin b12 0 002 mg / vitamin b6 2 mg oral,85.5,C3257276,vit-B3 15 MG / pantothenic acid 5 MG / riboflavin 2 MG / vit-B1 2 MG / vitamin B12 0.002 MG / vitamin B6 2 MG Oral Tablet,SY
Vitamin B Complex and Vitamin C,vitamin b complex and vitamin c,vit-b1 1 1 mg/ml / vitamin b12 0 0025 mg/ml oral,85.5,C0976013,vit-B1 1.1 MG/ML / vitamin B12 0.0025 MG/ML Oral Solution,SY
"Vitamin B Complex, Iron, and Vitamin C",vitamin b complex iron and vitamin c,vit-b1 1 1 mg/ml / vitamin b12 0 0025 mg/ml oral sheri-b-12,85.5,C2979490,vit-B1 1.1 MG/ML / vitamin B12 0.0025 MG/ML Oral Solution [Sheri-B-12],SY
"Vitamin B Complex, Mineral, and Vitamin C",vitamin b complex mineral and vitamin c,vit-b1 1 1 mg/ml / vitamin b12 0 0025 mg/ml oral sheri-b-12,85.5,C2979490,vit-B1 1.1 MG/ML / vitamin B12 0.0025 MG/ML Oral Solution [Sheri-B-12],SY
"Wax, Multi Ingredient",wax multi ingredient,wax myrtle pollen extract 1 mg/ml injectable,85.5,C5209507,wax myrtle pollen extract 1 MG/ML Injectable Solution,SY
Whey Protein Isolate,whey protein isolate,whey protein hydrolysate,81.81818181818181,C5222001,whey protein hydrolysate,IN
Witepsol H 15,witepsol h 15,witch hazel 0 15 medicated shampoo,85.5,C3282796,witch hazel 0.15 % Medicated Shampoo,PSN
"Zoster Vaccine Recombinant, Adjuvanted",zoster vaccine recombinant adjuvanted,zostavax vaccine 0 65 ml,85.5,C1814392,ZOSTAVAX vaccine 0.65 ML Injection,PSN
delta8tetrahydrocannabinolherbals,delta8tetrahydrocannabinolherbals,delta 9-tetrahydrocannabinol,81.9672131147541,C5763092,delta 9-tetrahydrocannabinol acetate,PIN
10 dextrose injection,10 dextrose,10 10 ml delandistrogene moxeparvovec-rokl 13300000000000 vector-genomes/ml pack,85.5,C5827797,{10 (10 ML delandistrogene moxeparvovec-rokl 13300000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK
10 dextrose injection usp 500ml,10 dextrose usp 500ml,10 10 ml delandistrogene moxeparvovec-rokl 13300000000000 vector-genomes/ml elevidys pack elevidys kit 10 0 - 10 4 kg,85.5,C5816346,{10 (10 ML delandistrogene moxeparvovec-rokl 13300000000000 VECTOR-GENOMES/ML Injection [Elevidys]) } Pack [Elevidys Kit 10.0 - 10.4 KG],BPCK
10 dextrose injection usp,10 dextrose usp,10 10 ml delandistrogene moxeparvovec-rokl 13300000000000 vector-genomes/ml elevidys pack elevidys kit 10 0 - 10 4 kg,85.5,C5816346,{10 (10 ML delandistrogene moxeparvovec-rokl 13300000000000 VECTOR-GENOMES/ML Injection [Elevidys]) } Pack [Elevidys Kit 10.0 - 10.4 KG],BPCK
10 glucose injection,10 glucose,10 10 ml etranacogene dezaparvovec-drlb 10000000000000 vector-genomes/ml pack,85.5,C5763147,{10 (10 ML etranacogene dezaparvovec-drlb 10000000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK
20 mannitol injection,20 mannitol,20 10 ml delandistrogene moxeparvovec-rokl 13300000000000 vector-genomes/ml pack,85.5,C5827807,{20 (10 ML delandistrogene moxeparvovec-rokl 13300000000000 VECTOR-GENOMES/ML Injection) } Pack,GPCK
3tc complex,3tc complex,3tc 10 mg/ml oral,85.5,C0692468,3TC 10 MG/ML Oral Solution,SY
5 dextrose injection usp,5 dextrose usp,5 1 ml fidanacogene elaparvovec-dzkt 10000000000000 vector-genomes/ml beqvez pack beqvez kit 75 - 95 kg,85.5,C5891149,{5 (1 ML fidanacogene elaparvovec-dzkt 10000000000000 VECTOR-GENOMES/ML Injection [Beqvez]) } Pack [Beqvez Kit 75 - 95 KG],BPCK
5 dextrose injection,5 dextrose,5 -adenylic acid,85.5,C0001465,5'-adenylic acid,SY
5 glucose injection,5 glucose,5 -adenylic acid,85.5,C0001465,5'-adenylic acid,SY
5 glucose and 09 sodium chloride injection,5 glucose and 09 sodium chloride,5 -adenylic acid,85.5,C0001465,5'-adenylic acid,SY
5 sodium chloride injection,5 sodium chloride,5 1 ml fidanacogene elaparvovec-dzkt 10000000000000 vector-genomes/ml beqvez pack beqvez kit 75 - 95 kg,85.5,C5891149,{5 (1 ML fidanacogene elaparvovec-dzkt 10000000000000 VECTOR-GENOMES/ML Injection [Beqvez]) } Pack [Beqvez Kit 75 - 95 KG],BPCK
50 dextrose injection usp,50 dextrose usp,50 10 ml delandistrogene moxeparvovec-rokl 13300000000000 vector-genomes/ml elevidys pack elevidys kit 49 5 - 50 4 kg,85.5,C5816344,{50 (10 ML delandistrogene moxeparvovec-rokl 13300000000000 VECTOR-GENOMES/ML Injection [Elevidys]) } Pack [Elevidys Kit 49.5 - 50.4 KG],BPCK
5 fu,5 fu,5 -adenylic acid,85.5,C0001465,5'-adenylic acid,SY
6 mp,6 mp,6 azithromycin 250 mg oral pack,85.5,C1327690,{6 (azithromycin 250 MG Oral Tablet) } Pack,GPCK
6 mercaptopurine monohydrate,6 mercaptopurine monohydrate,6 0 2 ml interferon beta-1a 0 044 mg/ml auto-injector / 6 0 5 ml interferon beta-1a 0 044 mg/ml auto-injector pack,85.5,C3888143,{6 (0.2 ML interferon beta-1a 0.044 MG/ML Auto-Injector) / 6 (0.5 ML interferon beta-1a 0.044 MG/ML Auto-Injector) } Pack,GPCK
6 mercaptopurine,6 mercaptopurine,6 0 2 ml interferon beta-1a 0 044 mg/ml auto-injector / 6 0 5 ml interferon beta-1a 0 044 mg/ml auto-injector pack,85.5,C3888143,{6 (0.2 ML interferon beta-1a 0.044 MG/ML Auto-Injector) / 6 (0.5 ML interferon beta-1a 0.044 MG/ML Auto-Injector) } Pack,GPCK
70 dextrose injection usp,70 dextrose usp,70 10 ml delandistrogene moxeparvovec-rokl 13300000000000 vector-genomes/ml elevidys pack elevidys kit 69 5 kg,85.5,C5781558,{70 (10 ML delandistrogene moxeparvovec-rokl 13300000000000 VECTOR-GENOMES/ML Injection [Elevidys]) } Pack [Elevidys Kit > 69.5 KG],BPCK
acetylcysteine biogaran,acetylcysteine biogaran,aceta,80.0,C0718194,Aceta,BN
acetylsalicylic acid,acetylsalicylic acid,acetaminophen / ascorbic acid / eucalyptol,85.5,C2929049,acetaminophen / ascorbic acid / eucalyptol,MIN
