Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
Azelaic Acid/Cu/Folic Acid/Niacinamide/Vit B6/Zinc,azelaic acid/cu/folic acid/niacinamide/vit b6/zinc,azelaic acid/cu/folic acid/niacinamide/vit b6/zinc,C0052761,azelaic acid,PIN
Azelastine Hydrochloride,azelastine hydrochloride,azelastine,C0771004,azelastine hydrochloride,PIN
Azelastine Hydrochloride/Fluticasone Propionate,azelastine hydrochloride/fluticasone propionate,azelastine hydrochloride/fluticasone propionate,C0052762,azelastine,IN
Azilsartan Medoxomil,azilsartan medoxomil,azilsartan medoxomil,C2698291,azilsartan medoxomil,PIN
Azilsartan Medoxomil/Chlorthalidone,azilsartan medoxomil/chlorthalidone,azilsartan medoxomil/chlorthalidone,C1958569,azilsartan,IN
Azithromycin,azithromycin,azithromycin,C0052796,azithromycin,IN
Aztreonam,aztreonam,aztreonam,C0004521,aztreonam,IN
Bacitracin,bacitracin,bacitracin,C0004599,bacitracin,IN
Bacitracin Zinc,bacitracin zinc,bacitracin zinc,C0043483,bacitracin zinc,PIN
Bacitracin Zinc/Neomycin/Polymyxin B Sulfate,bacitracin zinc/neomycin/polymyxin b sulfate,bacitracin zinc/neomycin/polymyxin b,C0004599,bacitracin,IN
Bacitracin Zinc/Polymyxin B Sulfate,bacitracin zinc/polymyxin b sulfate,bacitracin zinc/polymyxin b,C0004599,bacitracin,IN
Bacitracin Zn/HC/Neomycin Sulf/Polymyxin B Sulf,bacitracin zn/hc/neomycin sulf/polymyxin b sulf,bacitracin zn/hc/neomycin sulf/polymyxin b sulf,C0004599,bacitracin,IN
"Bacitracin, Micronized",bacitracin micronized,bacitracin micronized,C0004599,bacitracin,IN
Baclofen,baclofen,baclofen,C0004609,baclofen,IN
"Baclofen;Suspension, Multi Ingredient",baclofen multi ingredient,baclofen multi ingredient,C0004609,baclofen,IN
Bahia Allergen Extract,bahia allergen extract,bahia allergen extract,,,
Balanced Salt Solution,balanced salt,balanced salt,,,
Baloxavir Marboxil,baloxavir marboxil,baloxavir marboxil,C4688747,baloxavir marboxil,IN
Balsalazide Disodium,balsalazide disodium,balsalazide disodium,C0595398,balsalazide disodium,PIN
Bandage,bandage,bandage,,,
Baricitinib,baricitinib,baricitinib,C4044947,baricitinib,IN
Barium Sulfate,barium sulfate,barium,C0004754,barium sulfate,IN
Barrier Skin Protectant,barrier skin protectant,barrier skin protectant,C0993613,Bar,DF
"Bean, Fava/Pea",bean fava/pea,bean fava/pea,,,
Becaplermin,becaplermin,becaplermin,C0379135,becaplermin,IN
Beclomethasone Dipropionate,beclomethasone dipropionate,beclomethasone dipropionate,C0004906,beclomethasone dipropionate,PIN
Beclomethasone Dipropionate Monohydrate,beclomethasone dipropionate monohydrate,beclomethasone dipropionate monohydrate,C0795584,beclomethasone dipropionate monohydrate,PIN
Bedaquiline Fumarate,bedaquiline fumarate,bedaquiline,C3530515,bedaquiline fumarate,PIN
Belimumab,belimumab,belimumab,C1723401,belimumab,IN
Belladonna Alkaloids,belladonna alkaloids,belladonna alkaloids,C0004954,belladonna alkaloids,IN
Belladonna Alkaloids and Analgesics,belladonna alkaloids and analgesics,belladonna alkaloids and analgesics,C0004954,belladonna alkaloids,IN
Belladonna Extract/Opium,belladonna extract/opium,belladonna extract/opium,,,
Belumosudil,belumosudil,belumosudil,C5418179,belumosudil,IN
Belzutifan,belzutifan,belzutifan,C5418188,belzutifan,IN
Benazepril Hydrochloride,benazepril hydrochloride,benazepril,C0770917,benazepril hydrochloride,PIN
Benazepril Hydrochloride/Hydrochlorothiazide,benazepril hydrochloride/hydrochlorothiazide,benazepril hydrochloride/hydrochlorothiazide,C0053091,benazepril,IN
Bendroflumethiazide/Nadolol,bendroflumethiazide/nadolol,bendroflumethiazide/nadolol,,,
Benralizumab,benralizumab,benralizumab,C2982078,benralizumab,IN
Bentonite,bentonite,bentonite,C0005018,bentonite,IN
Benzalkonium Chloride,benzalkonium chloride,benzalkonium chloride,C0005026,benzalkonium chloride,PIN
Benzalkonium Chloride/Pramoxine Hydrochloride,benzalkonium chloride/pramoxine hydrochloride,benzalkonium chloride/pramoxine,,,
Benznidazole,benznidazole,benznidazole,C0053230,benznidazole,IN
Benzocaine,benzocaine,benzocaine,C0005059,benzocaine,IN
Benzocaine/Butamben/Tetracaine,benzocaine/butamben/tetracaine,benzocaine/butamben/tetracaine,,,
Benzocaine/Cetylpyridinium Cl/Menthol/Zn Cl,benzocaine/cetylpyridinium cl/menthol/zn cl,benzocaine/cetylpyridinium cl/menthol/zn cl,,,
Benzocaine/Dextromethorphan Hydrobromide,benzocaine/dextromethorphan hydrobromide,benzocaine/dextromethorphan hydrobromide,,,
Benzocaine/Docusate Sodium,benzocaine/docusate sodium,benzocaine/docusate,,,
Benzocaine/Menthol,benzocaine/menthol,benzocaine/menthol,,,
Benzocaine/Resorcinol,benzocaine/resorcinol,benzocaine/resorcinol,,,
Benzocaine/Zinc Chloride,benzocaine/zinc chloride,benzocaine/zinc chloride,,,
Benzoin,benzoin,benzoin,C0005070,benzoin,SY
Benzoin Compound,benzoin compound,benzoin compound,,,
Benzoin Compound/Podophyllum,benzoin compound/podophyllum,benzoin compound/podophyllum,,,
Benzonatate,benzonatate,benzonatate,C0053229,benzonatate,IN
Benzoyl Peroxide,benzoyl peroxide,benzoyl peroxide,C0005088,benzoyl peroxide,IN
Benzoyl Peroxide;Benzoyl Peroxide,benzoyl peroxide benzoyl peroxide,benzoyl peroxide benzoyl peroxide,,,
Benzoyl Peroxide;Erythromycin,benzoyl peroxide erythromycin,benzoyl peroxide erythromycin,,,
Benzoyl Peroxide;Salicylic Acid;Vitamin E,benzoyl peroxide salicylic acid vitamin e,benzoyl peroxide salicylic acid vitamin e,,,
Benzoyl Peroxide;Vitamin E,benzoyl peroxide vitamin e,benzoyl peroxide vitamin e,,,
Benzoyl Peroxide/Clindamycin Phosphate,benzoyl peroxide/clindamycin phosphate,benzoyl peroxide/clindamycin,,,
"Benzoyl Peroxide/Clindamycin Phosphate;Lotion, Mul",benzoyl peroxide/clindamycin phosphate lotion mul,benzoyl peroxide/clindamycin lotion mul,,,
Benzoyl Peroxide/Erythromycin,benzoyl peroxide/erythromycin,benzoyl peroxide/erythromycin,,,
Benzoyl Peroxide/Hydrocortisone,benzoyl peroxide/hydrocortisone,benzoyl peroxide/hydrocortisone,,,
Benzoyl Peroxide/Tretinoin,benzoyl peroxide/tretinoin,benzoyl peroxide/tretinoin,,,
Benzphetamine Hydrochloride,benzphetamine hydrochloride,benzphetamine,C0546851,benzphetamine hydrochloride,PIN
Benztropine Mesylate,benztropine mesylate,benztropine,C0053156,benztropine mesylate,PIN
Benzyl Alcohol,benzyl alcohol,benzyl alcohol,C0005100,benzyl alcohol,IN
Benzyl Benzoate,benzyl benzoate,benzyl benzoate,C0053289,benzyl benzoate,IN
Benzylpenicilloyl Polylysine,benzylpenicilloyl polylysine,benzylpenicilloyl polylysine,C0053327,benzylpenicilloyl polylysine,IN
Bepotastine Besilate,bepotastine besilate,bepotastine besilate,C1723019,bepotastine besilate,PIN
Beremagene Geperpavec-svdt,beremagene geperpavec-svdt,beremagene geperpavec-svdt,C5816491,beremagene geperpavec-svdt,PIN
Bermuda Grass Pollen Allergen Extract,bermuda grass pollen allergen extract,bermuda grass pollen allergen extract,C2684343,Bermuda grass pollen extract,IN
Berotralstat,berotralstat,berotralstat,C5392453,berotralstat,IN
Besifloxacin Hydrochloride,besifloxacin hydrochloride,besifloxacin,C2351042,besifloxacin,IN
Beta Glucan,beta glucan,beta glucan,,,
Beta-Hydroxyisovaleric Acid/Milk Protein,beta-hydroxyisovaleric acid/milk protein,beta-hydroxyisovaleric acid/milk protein,,,
Betahistine Hydrochloride,betahistine hydrochloride,betahistine,C0282071,betahistine hydrochloride,PIN
Betaine,betaine,betaine,C0005304,betaine,IN
Betaine Anhydrous,betaine anhydrous,betaine anhydrous,C1166065,"betaine, anhydrous",PIN
Betaine Hydrochloride,betaine hydrochloride,betaine,C0282072,betaine hydrochloride,PIN
Betamethasone Ace/Betamethasone Na Phos,betamethasone ace/betamethasone na phos,betamethasone ace/betamethasone na phos,C0005308,betamethasone,IN
"Betamethasone Acetate, Micronized",betamethasone acetate micronized,betamethasone micronized,C0005308,betamethasone,IN
Betamethasone Dipropionate,betamethasone dipropionate,betamethasone dipropionate,C0053523,betamethasone dipropionate,PIN
"Betamethasone Dipropionate, Augmented",betamethasone dipropionate augmented,betamethasone dipropionate augmented,C0718926,"betamethasone dipropionate, augmented",PIN
Betamethasone Dipropionate/Calcipotriene,betamethasone dipropionate/calcipotriene,betamethasone dipropionate/calcipotriene,C0005308,betamethasone,IN
Betamethasone Dipropionate/Clotrimazole,betamethasone dipropionate/clotrimazole,betamethasone dipropionate/clotrimazole,C0005308,betamethasone,IN
Betamethasone Sodium Phosphate,betamethasone sodium phosphate,betamethasone,C0700603,betamethasone sodium phosphate,PIN
Betamethasone Valerate,betamethasone valerate,betamethasone valerate,C0750848,betamethasone valerate,PIN
Betaxolol Hydrochloride,betaxolol hydrochloride,betaxolol,C0543470,betaxolol hydrochloride,PIN
Bethanechol Chloride,bethanechol chloride,bethanechol chloride,C0106169,bethanechol chloride,PIN
Betula nigra Allergen Extract,betula nigra allergen extract,betula nigra allergen extract,,,
Bevacizumab,bevacizumab,bevacizumab,C0796392,bevacizumab,IN
Bexarotene,bexarotene,bexarotene,C0765273,bexarotene,IN
Bi Subcitrate K/Metronidazole/Tetracycline HCl,bi subcitrate k/metronidazole/tetracycline hcl,bi subcitrate k/metronidazole/tetracycline,,,
Bicalutamide,bicalutamide,bicalutamide,C0285590,bicalutamide,IN
Bicarbonates/Calcium/Chloride/Phosphate/Sodium,bicarbonates/calcium/chloride/phosphate/sodium,bicarbonates/calcium/chloride/phosphate/sodium,C0054465,calcium bicarbonate,IN
Bictegravir/Emtricitabine/Tenofovir Alafenamide,bictegravir/emtricitabine/tenofovir alafenamide,bictegravir/emtricitabine/tenofovir alafenamide,C4507568,bictegravir,IN
Bifidobacterium infantis,bifidobacterium infantis,bifidobacterium infantis,C0314976,Bifidobacterium infantis,IN
Bifidobacterium lactis/Lactobacillus Acidophilus,bifidobacterium lactis/lactobacillus acidophilus,bifidobacterium lactis/lactobacillus acidophilus,C4691417,Bifidobacterium animalis / Lactobacillus acidophilus,MIN
Bimatoprost,bimatoprost,bimatoprost,C0937917,bimatoprost,IN
Binimetinib,binimetinib,binimetinib,C3899947,binimetinib,IN
Biotin,biotin,biotin,C0005575,biotin,IN
"Biotin;Solution, Multi Ingredient",biotin multi ingredient,biotin multi ingredient,C0005575,biotin,IN
Bisacodyl,bisacodyl,bisacodyl,C0005632,bisacodyl,IN
Bisacodyl;PEG Electrolyte Lavage Solution,bisacodyl peg electrolyte lavage,bisacodyl peg electrolyte lavage,C0005632,bisacodyl,IN
Bismuth Subsalicylate,bismuth subsalicylate,bismuth subsalicylate,C0053792,bismuth subsalicylate,IN
Bismuth Tribromophenate,bismuth tribromophenate,bismuth tribromophenate,C0106555,bismuth tribromophenate,IN
Bisoprolol Fumarate,bisoprolol fumarate,bisoprolol,C0543473,bisoprolol fumarate,PIN
Bisoprolol Fumarate/Hydrochlorothiazide,bisoprolol fumarate/hydrochlorothiazide,bisoprolol fumarate/hydrochlorothiazide,C0053799,bisoprolol,IN
Bitterness Masking Agent,bitterness masking agent,bitterness masking agent,,,
Bleomycin Sulfate,bleomycin sulfate,bleomycin,C0005739,bleomycin sulfate,PIN
Blinatumomab,blinatumomab,blinatumomab,C3853839,blinatumomab,IN
Boric Acid,boric acid,boric acid,C0006020,boric acid,IN
Boricum Acidum,boricum acidum,boricum acidum,,,
Boron/Ca/Vit B12/Folic Acid/Mg/Vit B6/Vit D,boron/ca/vit b12/folic acid/mg/vit b6/vit d,boron/ca/vit b12/folic acid/mg/vit b6/vit d,,,
Bosentan,bosentan,bosentan,C0252643,bosentan,IN
"Bottle, Hot/Cold, Water",bottle hot/cold water,bottle hot/cold water,,,
Brentuximab Vedotin,brentuximab vedotin,brentuximab vedotin,C2973446,brentuximab vedotin,IN
Brexpiprazole,brexpiprazole,brexpiprazole,C3885614,brexpiprazole,IN
Brigatinib,brigatinib,brigatinib,C4287815,brigatinib,IN
Brimonidine Tartrate,brimonidine tartrate,brimonidine,C0077768,brimonidine tartrate,PIN
Brimonidine Tartrate/Brinzolamide,brimonidine tartrate/brinzolamide,brimonidine tartrate/brinzolamide,C0525227,brimonidine,IN
Brimonidine Tartrate/Timolol Maleate,brimonidine tartrate/timolol maleate,brimonidine tartrate/timolol maleate,C0525227,brimonidine,IN
Brinzolamide,brinzolamide,brinzolamide,C0673966,brinzolamide,IN
Brivaracetam,brivaracetam,brivaracetam,C1699861,brivaracetam,IN
Bromfenac,bromfenac,bromfenac,C0054094,bromfenac,IN
Bromfenac Sodium,bromfenac sodium,bromfenac,C0107211,bromfenac sodium,PIN
Bromocriptine Mesylate,bromocriptine mesylate,bromocriptine,C0546852,bromocriptine mesylate,PIN
Brompheniramine Mal/Codeine Phos/Phenyleph HCl,brompheniramine mal/codeine phos/phenyleph hcl,brompheniramine mal/codeine phos/phenyleph,C0006246,brompheniramine,IN
Brompheniramine Mal/Codeine Phos/PSE HCl,brompheniramine mal/codeine phos/pse hcl,brompheniramine mal/codeine phos/pse,C0006246,brompheniramine,IN
Brompheniramine Mal/diphenhydrAMINE hydrochloride,brompheniramine mal/diphenhydramine hydrochloride,brompheniramine mal/diphenhydramine,C0006246,brompheniramine,IN
Brompheniramine Mal/DM Hydrobrom/guaiFENesin,brompheniramine mal/dm hydrobrom/guaifenesin,brompheniramine mal/dm hydrobrom/guaifenesin,C0006246,brompheniramine,IN
Brompheniramine Mal/DM Hydrobrom/Phenyleph HCl,brompheniramine mal/dm hydrobrom/phenyleph hcl,brompheniramine mal/dm hydrobrom/phenyleph,C0006246,brompheniramine,IN
Brompheniramine Mal/DM Hydrobrom/PSE HCl,brompheniramine mal/dm hydrobrom/pse hcl,brompheniramine mal/dm hydrobrom/pse,C0006246,brompheniramine,IN
Brompheniramine Mal/Phenyleph HCl,brompheniramine mal/phenyleph hcl,brompheniramine mal/phenyleph,C0006246,brompheniramine,IN
Brompheniramine Mal/PSE HCl,brompheniramine mal/pse hcl,brompheniramine mal/pse,C0006246,brompheniramine,IN
Brompheniramine Maleate,brompheniramine maleate,brompheniramine maleate,C0546853,brompheniramine maleate,PIN
Budesonide,budesonide,budesonide,C0054201,budesonide,IN
"Budesonide, Micronized",budesonide micronized,budesonide micronized,C0054201,budesonide,IN
Budesonide/Formoterol Fumarate,budesonide/formoterol fumarate,budesonide/formoterol,C0054201,budesonide,IN
Budesonide/Formoterol Fumarate/Glycopyrrolate,budesonide/formoterol fumarate/glycopyrrolate,budesonide/formoterol fumarate/glycopyrrolate,C0054201,budesonide,IN
Bumetanide,bumetanide,bumetanide,C0006376,bumetanide,IN
Bupivacaine Hydrochloride,bupivacaine hydrochloride,bupivacaine,C0887621,bupivacaine hydrochloride,PIN
Bupivacaine Hydrochloride/Epinephrine Bitartrate,bupivacaine hydrochloride/epinephrine bitartrate,bupivacaine hydrochloride/epinephrine,C0006400,bupivacaine,IN
Bupivacaine Liposome,bupivacaine liposome,bupivacaine liposome,C3247211,bupivacaine liposome,PIN
Buprenorphine,buprenorphine,buprenorphine,C0006405,buprenorphine,IN
Buprenorphine Hydrochloride,buprenorphine hydrochloride,buprenorphine,C0701445,buprenorphine hydrochloride,PIN
Buprenorphine/Naloxone,buprenorphine/naloxone,buprenorphine/naloxone,C0006405,buprenorphine,IN
buPROPion hydrobromide,bupropion hydrobromide,bupropion hydrobromide,C2316497,bupropion hydrobromide,PIN
Bupropion Hydrochloride,bupropion hydrochloride,bupropion,C0700563,bupropion hydrochloride,PIN
buPROPion hydrochloride/DM Hydrobrom,bupropion hydrochloride/dm hydrobrom,bupropion hydrochloride/dm hydrobrom,C0085208,bupropion,IN
Bupropion Hydrochloride/Naltrexone Hydrochloride,bupropion hydrochloride/naltrexone hydrochloride,bupropion hydrochloride/naltrexone,C0085208,bupropion,IN
Burosumab-twza,burosumab-twza,burosumab-twza,C4691480,burosumab-twza,PIN
Buspirone Hydrochloride,buspirone hydrochloride,buspirone,C0700444,buspirone hydrochloride,PIN
Butabarbital Sodium,butabarbital sodium,butabarbital,C0304358,butabarbital sodium,PIN
Butenafine Hydrochloride,butenafine hydrochloride,butenafine,C0771847,butenafine hydrochloride,PIN
Butoconazole Nitrate,butoconazole nitrate,butoconazole,C0107509,butoconazole nitrate,PIN
Butorphanol Tartrate,butorphanol tartrate,butorphanol,C0700525,butorphanol tartrate,PIN
C1 Esterase Inhibitor Recombinant,c1 esterase inhibitor recombinant,c1 esterase inhibitor recombinant,C3195420,C1 esterase inhibitor (recombinant),PIN
"C1 Esterase Inhibitor, Human",c1 esterase inhibitor human,c1 esterase inhibitor human,C2366367,C1 esterase inhibitor (human),PIN
Ca Carbonate/Cu/Mg/Mn/Vit D/Zinc,ca carbonate/cu/mg/mn/vit d/zinc,ca carbonate/cu/mg/mn/vit d/zinc,,,
"Ca Carbonate/Flavoring Aid/Food Starch, Modified/S",ca carbonate/flavoring aid/food starch modified/s,ca carbonate/flavoring aid/food starch modified/s,,,
Ca Cl/K Cl/Na Cl,ca cl/k cl/na cl,ca cl/k cl/na cl,,,
Ca Cl/K Cl/Na Cl/Na Lact,ca cl/k cl/na cl/na lact,ca cl/k cl/na cl/na lact,,,
Ca Cl/Mg Cl/K Cl/Na Ace/Na Cl/Na Cit,ca cl/mg cl/k cl/na ace/na cl/na cit,ca cl/mg cl/k cl/na ace/na cl/na cit,,,
Ca Oxybate/Mg Oxybate/K Oxybate/Na Oxybate,ca oxybate/mg oxybate/k oxybate/na oxybate,ca oxybate/mg oxybate/k oxybate/na oxybate,,,
Cabergoline,cabergoline,cabergoline,C0107994,cabergoline,IN
Cabotegravir;Rilpivirine,cabotegravir rilpivirine,cabotegravir rilpivirine,C4310385,cabotegravir,IN
Cabozantinib Malate,cabozantinib malate,cabozantinib malate,C3181682,cabozantinib,IN
Cadexomer Iodine,cadexomer iodine,cadexomer iodine,C0054409,cadexomer iodine,IN
Caffeine,caffeine,caffeine,C0006644,caffeine,IN
Caffeine Citrate,caffeine citrate,caffeine citrate,C0054436,caffeine citrate,PIN
Caffeine/Ergotamine Tartrate,caffeine/ergotamine tartrate,caffeine/ergotamine,C0006644,caffeine,IN
Calamine/Phenol/Zinc Oxide,calamine/phenol/zinc oxide,calamine/phenol/zinc oxide,C0357929,calamine,IN
Calamine/Pramoxine Hydrochloride,calamine/pramoxine hydrochloride,calamine/pramoxine,C0357929,calamine,IN
Calamine/Zinc Oxide,calamine/zinc oxide,calamine/zinc oxide,C0357929,calamine,IN
Calcifediol,calcifediol,calcifediol,C0006657,calcifediol,IN
Calcipotriene,calcipotriene,calcipotriene,C0065767,calcipotriene,IN
Calcitonin (Salmon),calcitonin salmon,calcitonin salmon,C0006668,calcitonin,IN
Calcitriol,calcitriol,calcitriol,C0006674,calcitriol,IN
Calcium,calcium,,C0006675,calcium,IN
Calcium Acetate,calcium acetate,,C0717537,calcium acetate,IN
Calcium Carbonate,calcium carbonate,carbonate,C0006681,calcium carbonate,IN
Calcium Carbonate/Cholecalciferol,calcium carbonate/cholecalciferol,carbonate/cholecalciferol,C0006681,calcium carbonate,IN
Calcium Carbonate/Famotidine/Magnesium Hydroxide,calcium carbonate/famotidine/magnesium hydroxide,carbonate/famotidine/magnesium hydroxide,C0006681,calcium carbonate,IN
Calcium Carbonate/Folic Acid/Magnesium Carbonate,calcium carbonate/folic acid/magnesium carbonate,carbonate/folic acid/magnesium carbonate,C0006681,calcium carbonate,IN
"Calcium Carbonate/Food Starch, Modified/Sucralose",calcium carbonate/food starch modified/sucralose,carbonate/food starch modified/sucralose,C0006681,calcium carbonate,IN
Calcium Carbonate/Melatonin,calcium carbonate/melatonin,carbonate/melatonin,C0006681,calcium carbonate,IN
Calcium Carbonate/Vitamin D,calcium carbonate/vitamin d,carbonate/vitamin d,C0006681,calcium carbonate,IN
Calcium Chloride,calcium chloride,chloride,C0006686,calcium chloride,IN
Calcium Citrate,calcium citrate,citrate,C0108101,calcium citrate,IN
Calcium Citrate/Cholecalciferol,calcium citrate/cholecalciferol,citrate/cholecalciferol,C0108101,calcium citrate,IN
Calcium Glubionate,calcium glubionate,glubionate,C0061347,calcium glubionate,IN
Calcium Gluconate,calcium gluconate,gluconate,C0006699,calcium gluconate,IN
Calcium Polycarbophil,calcium polycarbophil,polycarbophil,C0054480,calcium polycarbophil,IN
Calcium/Chloride/Magnesium,calcium/chloride/magnesium,calcium/chloride/magnesium,C0006675,calcium,IN
Calcium/Cholecalciferol,calcium/cholecalciferol,calcium/cholecalciferol,C0006675,calcium,IN
Calcium/Cholecalciferol/Phosphorus/Sodium,calcium/cholecalciferol/phosphorus/sodium,calcium/cholecalciferol/phosphorus/sodium,C0006675,calcium,IN
Calcium/Cholecalciferol/Sodium,calcium/cholecalciferol/sodium,calcium/cholecalciferol/sodium,C0006675,calcium,IN
Calcium/Cyanocobalamin,calcium/cyanocobalamin,calcium/cyanocobalamin,C0006675,calcium,IN
Calcium/Inositol,calcium/inositol,calcium/inositol,C0006675,calcium,IN
Calcium/Iron,calcium/iron,calcium/iron,C0006675,calcium,IN
Calcium/Magnesium,calcium/magnesium,calcium/magnesium,C0006675,calcium,IN
