cui,rxnorm_tty,rxnorm_name,atc_codes,atc_labels
C0014942,IN,estrone,G03CA07;G03CC04,estrone
C0014960,IN,ethacridine,,
C0014963,PIN,ethacrynic acid,C03CC01,etacrynic acid
C0014964,IN,ethambutol,J04AK02,ethambutol
C0014968,IN,ethamsylate,B02BX01,etamsylate
C0014987,IN,ethchlorvynol,N05CM08,ethchlorvynol
C0014994,IN,ethyl ether,,
C0015008,,,,
C0015011,IN,ethinyl estradiol,G03CA01;L02AA03,ethinylestradiol
C0015018,IN,ethiodized oil,,
C0015020,IN,amifostine,V03AF05,amifostine
C0015021,IN,ethionamide,J04AD03,ethionamide
C0015042,IN,profenamine,N04AA05,profenamine
C0015043,IN,ethosuximide,N03AD01,ethosuximide
C0015046,IN,ethotoin,N03AB01,ethotoin
C0015058,IN,ethyl chloride,N01BX01,ethyl chloride
C0015081,,,,
C0015091,IN,ethylenediamine,,
C0015099,IN,ethylestrenol,A14AB02,ethylestrenol
C0015101,,,,
C0015109,IN,ethylmorphine,R05DA01;S01XA06,ethylmorphine
C0015116,IN,etilefrine,C01CA01,etilefrine
C0015117,PIN,ethynodiol diacetate,,
C0015120,IN,etidocaine,N01BB07,etidocaine
C0015121,PIN,etidronic acid,M05BA01,etidronic acid
C0015131,IN,etomidate,N01AX07,etomidate
C0015133,IN,etoposide,L01CB01,etoposide
C0015134,,,,
C0015137,IN,etretinate,D05BB01,etretinate
C0015153,IN,eugenol,,
C0015205,IN,Evans blue,,
C0015505,IN,factor VIIa,B02BD08,coagulation factor VIIa
C0015528,IN,factor XIII,B02BD07,coagulation factor XIII
C0015533,,,,
C0015620,IN,famotidine,A02BA03,famotidine
C0015637,IN,farnesol,,
C0015689,IN,omega-3 fatty acids,,
C0015707,,,M03AC08,fazadinium bromide
C0015772,IN,felodipine,C08CA02,felodipine
C0015777,IN,felypressin,,
C0015821,IN,fenbendazole,P02CA06,fenbendazole
C0015822,,,,
C0015827,IN,fenfluramine,A08AA02;N03AX26,fenfluramine
C0015833,IN,fennel extract,,
C0015837,IN,fenoprofen,M01AE04,fenoprofen
C0015840,IN,fenoterol,G02CA03;R03AC04;R03CC04,fenoterol
C0015843,IN,fenspiride,R03BX01;R03DX03,fenspiride
C0015846,IN,fentanyl,N01AH01;N02AB03,fentanyl
C0015848,,,,
C0015888,IN,ferrous ascorbate,B03AA10,ferrous ascorbate
C0015980,IN,interferon-beta,L03AB02,interferon beta natural
C0015982,,,,
C0016006,IN,fibrinogen,,
C0016016,IN,plasmin,B01AD05,fibrinolysin
C0016055,,,,
C0016072,IN,ficusin,,
C0016156,,,,
C0016157,IN,fish oils,,
C0016225,IN,flavoxate,G04BD02,flavoxate
C0016229,IN,flecainide,C01BC04,flecainide
C0016245,IN,floctafenine,N02BG04,floctafenine
C0016267,IN,floxacillin,J01CF05,flucloxacillin
C0016277,IN,fluconazole,D01AC15;J02AC01,fluconazole
C0016278,IN,flucytosine,D01AE21;J02AX01,flucytosine
C0016280,IN,fludrocortisone,H02AA02,fludrocortisone
C0016282,IN,flufenamic acid,M01AG03,flufenamic acid
C0016293,IN,flumazenil,V03AB25,flumazenil
C0016294,IN,flumethasone,D07AB03;D07XB01,flumetasone
C0016295,IN,flunarizine,N07CA03,flunarizine
C0016296,IN,flunitrazepam,N05CD03,flunitrazepam
C0016298,PIN,fluocinolone acetonide,C05AA10;D07AC04;S01BA15;S02BA08,fluocinolone acetonide
C0016299,IN,fluocinonide,C05AA11;D07AC08,fluocinonide
C0016301,IN,fluocortolone,C05AA08;D07AC05;D07XC05;H02AB03,fluocortolone
C0016343,IN,floxuridine,L01BC09,floxuridine
C0016351,IN,fluorometholone,C05AA06;D07AB06;D07XB04;D10AA01;S01BA07;S01CB05,fluorometholone
C0016360,IN,fluorouracil,L01BC02,fluorouracil
C0016365,IN,fluoxetine,N06AB03,fluoxetine
C0016366,IN,fluoxymesterone,G03BA01,fluoxymesterone
C0016367,IN,flupenthixol,N05AF01,flupentixol
C0016368,IN,fluphenazine,N05AB02,fluphenazine
C0016369,IN,fluprednisolone,,
C0016374,IN,flurandrenolide,D07AC07,fludroxycortide
C0016375,IN,flurazepam,N05CD01,flurazepam
C0016377,IN,flurbiprofen,M01AE09;M02AA19;R02AX01;S01BC04,flurbiprofen
C0016380,,,,
C0016383,IN,fluspirilene,N05AG01,fluspirilene
C0016384,IN,flutamide,L02BB01,flutamide
C0016388,IN,riboflavin 5'-phosphate,,
C0016410,IN,folic acid,B03BB01;V04CX02,folic acid
C0016564,IN,formaldehyde,,
C0016576,IN,formic acid,,
C0016584,,,,
C0016610,IN,fosfomycin,J01XX01;S02AA17,fosfomycin
C0016673,IN,framycetin,D09AA01;R01AX08;S01AA07,framycetin
C0016745,IN,fructose,V06DC02,fructose
C0016778,IN,tegafur,L01BC03,tegafur
C0016786,IN,fucose,,
C0016849,,,,
C0016855,IN,furazolidone,G01AX06,furazolidone
C0016860,IN,furosemide,C03CA01,furosemide
C0016865,IN,fursultiamin,,
C0016875,PIN,fusidic acid,D06AX01;D09AA02;J01XC01;S01AA13,fusidic acid
C0016895,,,,
C0016904,PIN,gamma-aminobutyric acid,,
C0016911,IN,gadolinium,,
C0016945,IN,galactose,V04CE01,galactose
C0016967,IN,galantamine,N06DA04,galantamine
C0016971,IN,gallamine,M03AC02,gallamine
C0016972,PIN,gallamine triethiodide,,
C0016986,IN,gallopamil,C08DA02,gallopamil
C0017054,IN,.gamma.-tocopherol,,
C0017066,IN,ganciclovir,J05AB06;S01AD09,ganciclovir
C0017132,,,,
C0017226,,,A02BX07,gefarnate
C0017237,IN,gelatin,,
C0017245,IN,gemfibrozil,C10AB04,gemfibrozil
C0017440,IN,gentian violet,,
C0017505,IN,gestonorone caproate,,
C0017507,IN,gestrinone,G03XA02,gestrinone
C0017592,,,N02BG03,glafenine
C0017628,IN,glyburide,A10BB01,glibenclamide
C0017631,IN,gliclazide,A10BB09,gliclazide
C0017642,IN,glipizide,A10BB07,glipizide
C0017687,IN,glucagon,H04AA01,glucagon
C0017697,,,,
C0017718,IN,glucosamine,M01AX05,glucosamine
C0017725,IN,glucose,B05CX01;V04CA02;V06DC01,glucose
C0017735,IN,glucose oxidase,,
C0017797,IN,glutamine,A16AA03,glutamine
C0017817,IN,glutathione,V03AB32,glutathione
C0017845,IN,glutethimide,N05CE01,glutethimide
C0017861,IN,glycerin,A06AG04;A06AX01,glycerol
C0017887,IN,nitroglycerin,C01DA02;C05AE01,glyceryl trinitrate
C0017889,PIN,glycerylphosphorylcholine,N07AX02,choline alfoscerate
C0017890,IN,glycine,B05CX03,glycine
C0017903,,,,
C0017905,PIN,glycocholic acid,,
C0017970,PIN,glycopyrrolate,,
C0018026,IN,gold,,
C0018033,IN,aurothioglucose,M01CB04,aurothioglucose
C0018034,PIN,gold sodium thiomalate,M01CB01,sodium aurothiomalate
C0018096,,,,
C0018157,,,,
C0018160,,,,
C0018164,,,,
C0018165,IN,gramicidin,R02AB30,gramicidin
C0018242,IN,griseofulvin,D01AA08;D01BA01,griseofulvin
C0018304,IN,guaiacol,,
C0018305,IN,guaifenesin,R05CA03,guaifenesin
C0018312,IN,guanabenz,,
C0018318,IN,guanethidine,C02CC02;S01EX01,guanethidine
C0018330,IN,guanosine,,
C0018473,,,,
C0018513,IN,halcinonide,D07AD02,halcinonide
C0018546,IN,haloperidol,N05AD01,haloperidol
C0018549,IN,halothane,N01AB01,halothane
C0018602,,,,
C0018605,,,,
C0018880,IN,helium,V03AN03,helium
C0018927,,,,
C0018959,IN,hematoporphyrin,,
C0018964,,,,
C0018966,,,,
C0018988,IN,hemin,B06AB01,hemin
C0019046,,,,
C0019067,,,,
C0019134,IN,heparin,B01AB01;C05BA03;S01XA14,heparin
C0019165,,,,
C0019217,,,N05CA11,heptabarbital
C0019223,IN,heptaminol,C01DX08,heptaminol
C0019392,IN,hesperidin,,
C0019435,IN,hexachlorophene,D08AE01,hexachlorophene
C0019453,IN,altretamine,L01XX03,altretamine
C0019467,,,,
C0019468,IN,hexetidine,A01AB12;G01AX16,hexetidine
C0019469,IN,hexobarbital,N01AF02;N05CA16,hexobarbital
C0019471,IN,hexobendine,C01DX06,hexobendine
C0019476,IN,hexoprenaline,R03AC06;R03CC05,hexoprenaline
C0019497,IN,hexylresorcinol,R02AA12,hexylresorcinol
C0019588,IN,histamine,,
C0019602,IN,histidine,,
C0019878,,,,
C0019881,,,,
C0020196,PIN,hyaluronic acid,D03AX05;M09AX01;R01AX09;S01KA01,hyaluronic acid
C0020207,,,,
C0020223,IN,hydralazine,C02DB02,hydralazine
C0020259,IN,hydrochloric acid,A09AB03;B05XA13,hydrochloric acid
C0020261,IN,hydrochlorothiazide,C03AA03,hydrochlorothiazide
C0020264,IN,hydrocodone,R05DA03,hydrocodone
C0020268,IN,hydrocortisone,A01AC03;A07EA02;C05AA01;D07AA02;D07XA01;H02AB09;S01BA02;S01CB03;S02BA01,hydrocortisone
C0020273,IN,hydroflumethiazide,C03AA02,hydroflumethiazide
C0020274,IN,hydrofluoric acid,,
C0020275,IN,hydrogen,,
C0020281,IN,hydrogen peroxide,A01AB02;D08AX01;D11AX25;S02AA06,hydrogen peroxide
C0020306,IN,hydroquinone,D11AX11,hydroquinone
C0020316,IN,hydroxocobalamin,B03BA03;V03AB33,hydroxocobalamin
C0020336,IN,hydroxychloroquine,P01BA02,hydroxychloroquine
C0020352,IN,hetastarch,B05AA07,hydroxyethylstarch
C0020388,IN,hydroxyproline,,
C0020402,IN,hydroxyurea,L01XX05,hydroxycarbamide
C0020404,IN,hydroxyzine,N05BB01,hydroxyzine
C0020411,IN,hymecromone,A05AX02,hymecromone
C0020600,PIN,hypochlorous acid,,
C0020684,,,,
C0020740,IN,ibuprofen,C01EB16;G02CC01;M01AE01;M02AA13;R02AX02,ibuprofen
C0020752,IN,ichthammol,,
C0020789,IN,idarubicin,L01DB06,idarubicin
C0020811,IN,idoxuridine,D06BB01;J05AB02;S01AD01,idoxuridine
C0020814,,,,
C0020818,,,,
C0020823,IN,ifosfamide,L01AA06,ifosfamide
C0020923,IN,imidazole,,
C0020933,IN,imipenem,,
C0020934,IN,imipramine,N06AA02,imipramine
C0021186,IN,indapamide,C03BA11,indapamide
C0021210,IN,indican,,
C0021218,IN,indigo,,
C0021219,PIN,indigo carmine,V04CH02,indigo carmine
C0021223,IN,indium,,
C0021234,IN,indocyanine green,V04CX01,indocyanine green
C0021236,IN,indole,,
C0021246,IN,indomethacin,C01EB03;M01AB01;M02AA23;S01BC01,indometacin
C0021251,,,M01AE10,indoprofen
C0021252,IN,indoramin,C02CA02,indoramin
C0021528,IN,inosine,D06BB05;G01AX02;S01XA10,inosine
C0021544,IN,inosinic acid,,
C0021547,IN,inositol,A11HA07,inositol
C0021641,,,,
C0021665,,,,
C0021666,IN,insulin-like growth factor 2,,
C0021734,IN,interferon alfa-2a,L03AB04,interferon alfa-2a
C0021735,IN,interferon alfa-2b,L03AB05,interferon alfa-2b
C0021741,IN,interferon gamma-1b,,
C0021756,,,,
C0021757,IN,interleukin-3,,
C0021758,IN,interleukin-4,,
C0021761,IN,interleukin-7,,
C0021764,,,L03AC,Interleukins
C0021918,IN,intrinsic factor,,
C0021936,IN,inulin,,
C0021961,IN,iodamide,V08AA03,iodamide
C0021966,,,,
C0021968,IN,iodine,D08AG03,iodine
C0021971,IN,iodipamide,V08AC04,adipiodone
C0021978,IN,clioquinol,D08AH30;D09AA10;G01AC02;P01AA02;S02AA05,clioquinol
C0021983,,,,
C0022003,,,V08AC03,ioglycamic acid
C0022005,IN,iohexol,V08AB02,iohexol
C0022026,IN,iopamidol,V08AB04,iopamidol
C0022028,IN,iopanoic acid,V08AC06,iopanoic acid
C0022029,IN,iophendylate,V08AD04,iofendylate
C0022030,IN,iota-carrageenan,,
C0022032,IN,iothalamate,,
C0022034,IN,iothalamic acid,V08AA04,iotalamic acid
C0022041,PIN,ioxaglic acid,V08AB03,ioxaglic acid
C0022046,IN,ipecac,R05CA04;V03AB01,ipecacuanha
C0022049,IN,ipodate,,
C0022059,IN,iproniazid,N06AF05,iproniazide
C0022092,IN,iron-dextran complex,,
C0022115,,,,
C0022154,IN,isocarboxazid,N06AF01,isocarboxazid
C0022174,,,,
C0022176,IN,isoetharine,R03AC07;R03CC06,isoetarine
C0022179,,,,
C0022180,IN,isoflurane,N01AB06,isoflurane
C0022181,IN,isoflurophate,S01EB07,fluostigmine
C0022192,IN,isoleucine,,
C0022209,IN,isoniazid,J04AC01,isoniazid
C0022210,,,,
C0022230,IN,inosine pranobex,J05AX05,inosine pranobex
C0022237,IN,isopropyl alcohol,D08AX05,isopropanol
C0022245,IN,isoproterenol,C01CA02;R03AB02;R03CB01,isoprenaline
C0022251,IN,isosorbide,,
C0022252,IN,isosorbide dinitrate,C01DA08;C05AE02,isosorbide dinitrate
C0022265,IN,isotretinoin,D10AD04;D10BA01,isotretinoin
C0022267,IN,isoxsuprine,C04AA01,isoxsuprine
C0022322,IN,ivermectin,D11AX22;P02CF01,ivermectin
C0022419,IN,josamycin,J01FA07,josamycin
C0022432,IN,juniper tar,,
C0022487,IN,kanamycin,A07AA08;J01GB04;S01AA24,kanamycin
C0022489,IN,kanamycin A,,
C0022499,IN,kaolin,A07BC02,kaolin
C0022614,IN,ketamine,N01AX03,ketamine
C0022616,IN,ketanserin,C02KD01,ketanserin
C0022625,IN,ketoconazole,D01AC08;G01AF11;H02CA03;J02AB02,ketoconazole
C0022635,IN,ketoprofen,M01AE03;M02AA10,ketoprofen
C0022642,IN,ketotifen,R06AX17;S01GX08,ketotifen
C0022683,IN,diatomaceous earth,,
C0022723,,,,
C0022816,,,,
C0022818,,,,
C0022840,,,,
C0022860,IN,labetalol,C07AG01,labetalol
C0022939,IN,Lactobacillus acidophilus,,
C0022942,IN,lactoferrin,,
C0022949,IN,lactose,,
C0022957,IN,lactulose,A06AD11,lactulose
C0023024,IN,lanolin,,
C0023025,IN,lanosterol,,
C0023139,PIN,lauric acid,,
C0023142,IN,dodecanol,,
C0023401,IN,leucine,,
C0023413,IN,leucovorin,,
C0023542,,,,
C0023544,,,,
C0023546,,,,
C0023551,,,,
C0023554,IN,levallorphan,,
C0023556,IN,levamisole,P02CE01,levamisole
C0023566,IN,levonorgestrel,G03AC03;G03AD01,levonorgestrel
C0023570,IN,levodopa,N04BA01,levodopa
C0023582,IN,levopropoxyphene,,
C0023586,IN,levorphanol,,
C0023607,IN,luteinizing hormone,,
C0023610,IN,gonadorelin,H01CA;H01CA01;V04CM01,Gonadotropin-releasing hormones;gonadorelin
C0023660,IN,lidocaine,C01BB01;C05AD01;D04AB01;N01BB02;R02AD02;S01HA07;S02DA01,lidocaine
C0023665,IN,lidoflazine,C08EX01,lidoflazine
C0023726,IN,lincomycin,J01FF02,lincomycin
C0023749,PIN,linoleic acid,,
C0023754,IN,linseed oil,A06AC05,linseed
C0023791,PIN,thioctic acid,A16AX01,thioctic acid
C0023863,IN,lisuride,G02CB02;N02CA07,lisuride
C0023929,IN,lobeline,,
C0023961,IN,lofepramine,N06AA07,lofepramine
C0023972,IN,lomustine,L01AD02,lomustine
C0023992,IN,loperamide,A07DA03,loperamide
C0024001,,,C01BA12,lorajmine
C0024002,IN,lorazepam,N05BA06,lorazepam
C0024027,IN,lovastatin,C10AA02,lovastatin
C0024056,IN,loxapine,N05AH01,loxapine
C0024100,,,,
C0024192,,,,
C0024200,IN,lymecycline,J01AA04,lymecycline
C0024321,IN,lynestrenol,G03AC02;G03DC03,lynestrenol
C0024328,IN,lypressin,H01BA03,lypressin
C0024334,,,,
C0024337,IN,lysine,B05XB03,lysine
C0024452,IN,mafenide,D06BA03,mafenide
C0024467,IN,magnesium,,
C0024472,IN,magnesium chloride,A12CC01;B05XA11,magnesium chloride
C0024476,IN,magnesium hydroxide,A02AA04;G04BX01,magnesium hydroxide
C0024477,IN,magnesium oxide,A02AA02;A06AD02;A12CC10,magnesium oxide
C0024480,IN,magnesium sulfate,A06AD04;A12CC02;B05XA05;D11AX05;V04CC02,magnesium sulfate
C0024547,IN,malathion,P03AX03,malathion
C0024643,IN,malondialdehyde,,
C0024658,IN,maltose,,
C0024706,IN,manganese,,
C0024730,IN,mannitol,A06AD16;B05BC01;B05CX04;R05CB16;V04CX04,mannitol
C0024742,IN,mannose,,
C0024778,IN,maprotiline,N06AA21,maprotiline
C0024808,,,,
C0024977,IN,mazindol,A08AA05,mazindol
C0025023,IN,mebendazole,P02CA01,mebendazole
C0025029,IN,mecamylamine,C02BB01,mecamylamine
C0025033,IN,mechlorethamine,L01AA05,chlormethine
C0025039,IN,meclizine,R06AE05,meclozine
C0025042,IN,meclofenamic acid,M01AG04;M02AA18,meclofenamic acid
C0025051,IN,medazepam,N05BA03,medazepam
C0025132,IN,medigoxin,C01AA08,metildigoxin
C0025145,IN,medrogestone,G03DB03,medrogestone
C0025152,PIN,mefenamic acid,M01AG01,mefenamic acid
C0025153,IN,mefloquine,P01BC02,mefloquine
C0025156,IN,mefruside,C03BA05,mefruside
C0025179,IN,meglumine,,
C0025217,,,P01CD01,melarsoprol
C0025219,IN,melatonin,N05CH01,melatonin
C0025241,IN,melphalan,L01AA03,melphalan
C0025242,IN,memantine,N06DX01,memantine
C0025270,IN,vitamin K3,B02BA02,menadione
C0025326,,,G03GA02,human menopausal gonadotrophin
C0025368,IN,menthol,,
C0025373,,,A01AB16;D01AA06;G01AA09;G04CX03,mepartricin
C0025376,IN,meperidine,N02AB02,pethidine
C0025380,IN,mephentermine,C01CA11,mephentermine
C0025381,IN,mephenytoin,N03AB04,mephenytoin
C0025382,IN,mephobarbital,N03AA01,methylphenobarbital
C0025384,IN,mepivacaine,N01BB03,mepivacaine
C0025386,IN,meprobamate,N05BC01,meprobamate
C0025387,IN,meptazinol,N02AX05,meptazinol
C0025397,IN,merbromin,D08AK04,merbromin
C0025402,,,,
C0025405,IN,tiopronin,G04BX16,tiopronin
C0025417,IN,mercuric chloride,D08AK03,mercuric chloride
C0025497,IN,mesoridazine,N05AC03,mesoridazine
C0025503,IN,mesterolone,G03BB01,mesterolone
C0025506,IN,mestranol,,
C0025575,IN,metaraminol,C01CA09,metaraminol
C0025598,IN,metformin,A10BA02,metformin
C0025603,IN,methacycline,J01AA05,metacycline
C0025605,IN,methadone,N07BC02,methadone
C0025607,IN,methadyl acetate,,
C0025611,IN,methamphetamine,N06BA03,metamfetamine
C0025616,IN,methandrostenolone,A14AA03;D11AE01,metandienone
C0025617,IN,methane,,
C0025624,IN,methantheline,A03AB07,methantheline
C0025625,IN,methapyrilene,R06AC05,methapyrilene
C0025627,IN,methaqualone,N05CM01,methaqualone
C0025629,IN,metharbital,N03AA30,metharbital
C0025631,IN,methazolamide,S01EC05,methazolamide
C0025638,IN,methenamine,J01XX05,methenamine
C0025639,IN,methenolone,A14AA04,metenolone
C0025641,IN,metergoline,G02CB05,metergoline
C0025643,IN,methicillin,J01CF03,meticillin
C0025644,IN,methimazole,H03BB02,thiamazole
C0025646,IN,methionine,V03AB26,methionine
C0025649,,,,
C0025656,,,J05AA01,metisazone
C0025659,IN,methocarbamol,M03BA03,methocarbamol
C0025668,IN,methohexital,N01AF01;N05CA15,methohexital
C0025677,IN,methotrexate,L01BA01;L04AX03,methotrexate
C0025678,IN,methotrimeprazine,N05AA02,levomepromazine
C0025681,IN,methoxamine,C01CA10,methoxamine
C0025684,IN,methoxsalen,D05AD02;D05BA02,methoxsalen
C0025688,IN,methoxyflurane,N02BG09,methoxyflurane
C0025696,IN,methyclothiazide,C03AA08,methyclothiazide
C0025716,,,,
C0025729,IN,methylcellulose,A06AC06,methylcellulose
C0025741,IN,methyldopa,C02AB01,methyldopa (levorotatory)
C0025746,IN,methylene blue,V03AB17;V04CG05,methylthioninium chloride
C0025760,IN,methylergonovine,G02AB01,methylergometrine
C0025787,,,,
C0025805,,,,
C0025810,IN,methylphenidate,N06BA04,methylphenidate
C0025815,IN,methylprednisolone,D07AA01;D10AA02;H02AB04,methylprednisolone
C0025819,,,,
C0025826,IN,methyltestosterone,G03BA02;G03EK01,methyltestosterone
C0025828,,,,
C0025830,,,H03BA01,methylthiouracil
C0025840,IN,methyprylon,N05CE02,methyprylon
C0025842,IN,methysergide,N02CA04,methysergide
C0025845,,,,
C0025853,IN,metoclopramide,A03FA01,metoclopramide
C0025854,IN,metolazone,C03BA08,metolazone
C0025859,IN,metoprolol,C07AB02,metoprolol
C0025865,,,,
C0025869,IN,metrizamide,V08AB01,metrizamide
C0025872,IN,metronidazole,A01AB17;D06BX01;G01AF01;J01XD01;P01AB01,metronidazole
C0025876,IN,metyrapone,V04CD01,metyrapone
C0025879,,,,
C0025887,IN,mexiletine,C01BB02,mexiletine
C0025893,IN,mezlocillin,J01CA10,mezlocillin
C0025912,IN,mianserin,N06AX03,mianserin
C0025942,IN,miconazole,A01AB09;A07AC01;D01AC02;G01AF04;J02AB01;S02AA13,miconazole
C0026056,IN,midazolam,N05CD08,midazolam
C0026078,IN,midodrine,C01CA17,midodrine
C0026088,IN,mifepristone,G03XB01,mifepristone
C0026156,IN,mineral oil,A06AA01,liquid paraffin
C0026187,IN,minocycline,A01AB23;D10AF07;J01AA08,minocycline
C0026196,IN,minoxidil,C02DC01;D11AX01,minoxidil
C0026202,IN,miocamycin,J01FA11,miocamycin
C0026218,,,,
C0026234,IN,plicamycin,L01DC02,plicamycin
C0026236,IN,mitobronitol,L01AX01,mitobronitol
C0026251,,,L01XX16,mitoguazone
C0026252,,,,
C0026256,IN,mitotane,L01XX23,mitotane
C0026259,IN,mitoxantrone,L01DB07,mitoxantrone
C0026388,IN,molindone,N05AE02,molindone
C0026400,IN,molsidomine,C01DX12,molsidomine
C0026402,IN,molybdenum,,
C0026408,IN,monensin,,
C0026549,IN,morphine,N02AA01,morphine
C0026560,IN,morpholine,,
C0026651,IN,moxalactam,J01DD06,latamoxef
C0026667,,,,
C0026818,,,,
C0026933,IN,mycophenolic acid,L04AA06,mycophenolic acid
C0026969,,,,
C0027138,PIN,myristic acid,,
C0027183,,,,
C0027235,IN,ipratropium,,
C0027270,IN,nicotinamide adenine dinucleotide (NAD),,
C0027289,IN,NADH,,
C0027302,IN,nadolol,C07AA12,nadolol
C0027324,IN,nafcillin,J01CF06,nafcillin
C0027329,IN,nafronyl,C04AX21,naftidrofuryl
C0027348,IN,nalbuphine,N02AF02,nalbuphine
C0027353,PIN,nalidixic acid,J01MB02,nalidixic acid
C0027355,,,V03AB02,nalorphine
C0027358,IN,naloxone,A06AH04;V03AB15,naloxone
C0027360,IN,naltrexone,N07BB04,naltrexone
C0027368,IN,nandrolone,A14AB01;S01XA11,nandrolone
C0027373,IN,naphazoline,R01AA08;R01AB02;S01GA01,naphazoline
C0027396,IN,naproxen,G02CC02;M01AE02;M02AA12,naproxen
C0027444,IN,natamycin,A01AB10;A07AA03;D01AA02;G01AA02;S01AA10,natamycin
C0027481,,,,
C0027556,IN,nefopam,N02BG06,nefopam
C0027599,IN,neodymium,,
C0027603,IN,neomycin,A01AB08;A07AA01;B05CA09;D06AX04;J01GB05;R02AB01;S01AA03;S02AA07;S03AA01,neomycin
C0027679,IN,neostigmine,N07AA01;S01EB06,neostigmine
C0027752,IN,nerve growth factor,,
C0027780,IN,netilmicin,J01GB07;S01AA23,netilmicin
C0027893,,,,
C0027996,IN,niacin,C04AC01;C10AD02,nicotinic acid
C0027999,IN,nialamide,N06AF02,nialamide
C0028005,IN,nicardipine,C08CA04,nicardipine
C0028008,IN,nicergoline,C04AE02,nicergoline
C0028009,,,C10AD01,niceritrol
C0028017,IN,niclosamide,P02DA01,niclosamide
C0028027,IN,niacinamide,A11HA01,nicotinamide
C0028040,IN,nicotine,N07BA01,nicotine
C0028053,IN,nicotinyl alcohol,C04AC02;C10AD05,nicotinyl alcohol;nicotinyl alcohol (pyridylcarbinol)
C0028066,IN,nifedipine,C08CA05,nifedipine
C0028067,IN,niflumic acid,M01AX02;M02AA17,niflumic acid
C0028070,IN,nifuratel,G01AX05,nifuratel
C0028073,IN,nifurtimox,P01CC01,nifurtimox
C0028076,,,,
C0028089,IN,nikethamide,R07AB02,nikethamide
C0028094,IN,nimodipine,C08CA06,nimodipine
C0028095,IN,nimorazole,P01AB06,nimorazole
C0028096,,,L01AD06,nimustine
C0028101,IN,niobium,,
C0028113,,,P02BX02,niridazole
C0028116,IN,nisoldipine,C08CA07,nisoldipine
C0028125,,,,
C0028126,IN,nitrazepam,N05CD02,nitrazepam
C0028127,IN,nitrendipine,C08CA08,nitrendipine
C0028128,IN,nitric oxide,R07AX01,nitric oxide
C0028132,,,,
C0028156,IN,nitrofurantoin,J01XE01,nitrofurantoin
C0028157,IN,nitrofurazone,B05CA03;D08AF01;D09AA03;P01CC02;S01AX04;S02AA02,nitrofural
C0028158,IN,nitrogen,V03AN04,nitrogen
C0028193,IN,nitroprusside,C02DD01,nitroprusside
C0028214,,,,
C0028215,IN,nitrous oxide,N01AX13,nitrous oxide
C0028247,,,,
C0028277,IN,nomifensine,N06AX04,nomifensine
C0028351,IN,norepinephrine,C01CA03,norepinephrine
C0028355,IN,norethandrolone,A14AA09,norethandrolone
C0028356,IN,norethindrone,G03AC01;G03DC02,norethisterone
C0028360,IN,norethynodrel,,
C0028365,IN,norfloxacin,J01MA06;S01AE02,norfloxacin
C0028368,IN,norgestrel,,
C0028369,IN,norgestrienone,G03AC07,norgestrienone
C0028375,,,,
C0028403,IN,octopamine,C01CA18,octopamine
C0028420,IN,nortriptyline,N06AA10,nortriptyline
C0028426,IN,noscapine,R05DA07,noscapine
C0028458,IN,novobiocin,,
C0028460,BN,Novocaine,,
C0028735,IN,nylidrin,C04AA02;G02CA02,buphenine
C0028741,IN,nystatin,A07AA02;D01AA01;G01AA01,nystatin
C0028833,IN,octreotide,H01CB02,octreotide
C0028902,IN,ofloxacin,J01MA01;S01AE01;S02AA16,ofloxacin
C0028906,IN,clove oil,,
C0028923,IN,oleandomycin,J01FA05,oleandomycin
C0028928,PIN,oleic acid,,
C0028978,IN,omeprazole,A02BC01,omeprazole
