cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name,unique_pub_count
C0003143,IN,antazoline,R01AC04,antazoline,R,RESPIRATORY SYSTEM DRUGS,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AC,"Antiallergic nasal preparations for topical use, excl. corticosteroids",R01AC04,antazoline,4
C0003143,IN,antazoline,R06AX05,antazoline,R,RESPIRATORY SYSTEM DRUGS,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use in ATC,R06AX05,antazoline,4
C0003166,IN,anthralin,D05AC01,dithranol,D,DERMATOLOGICALS,D05,ANTIPSORIATICS,D05A,ANTIPSORIATICS FOR TOPICAL USE,D05AC,"Antracen derivatives, topical antipsoriatics",D05AC01,dithranol,29
C0003420,IN,antipyrine,N02BB01,phenazone,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS in ATC,N02BB,"Pyrazolones, analgesics and antipyretics",N02BB01,phenazone,160
C0003420,IN,antipyrine,S02DA03,phenazone,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02D,OTHER OTOLOGICALS in ATC,S02DA,Analgesics and anesthetics,S02DA03,phenazone,160
C0003524,IN,apazone,M01AX04,azapropazone,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids in ATC",M01AX04,azapropazone,2
C0003596,IN,apomorphine,G04BE07,apomorphine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,G04BE07,apomorphine,14
C0003596,IN,apomorphine,N04BC07,apomorphine,N,NERVOUS SYSTEM DRUGS,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BC,Dopamine agonists,N04BC07,apomorphine,14
C0003639,IN,aprindine,C01BB04,aprindine,C,CARDIOVASCULAR SYSTEM DRUGS,C01,CARDIAC THERAPY DRUGS,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BB,"Antiarrhythmics, class Ib",C01BB04,aprindine,5
C0003641,IN,aprotinin,B02AB01,aprotinin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B02,ANTIHEMORRHAGICS,B02A,ANTIFIBRINOLYTICS,B02AB,"Proteinase inhibitors, antifibrinolytic",B02AB01,aprotinin,199
C0003968,IN,ascorbic acid,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid,2171
C0003968,IN,ascorbic acid,G01AD03,ascorbic acid,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AD,"Organic acids, Gynecological",G01AD03,ascorbic acid,2171
C0003968,IN,ascorbic acid,S01XA15,ascorbic acid,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS IN ATC,S01XA,Other ophthalmologicals in ATC,S01XA15,ascorbic acid,2171
C0003993,IN,asparaginase,L01XX02,asparaginase,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS in ATC,L01XX,Other antineoplastic agents in ATC,L01XX02,asparaginase,1528
C0004057,IN,aspirin,A01AD05,acetylsalicylic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AD,Other agents for local oral treatment in ATC,A01AD05,acetylsalicylic acid,2580
C0004057,IN,aspirin,B01AC06,acetylsalicylic acid,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,B01AC06,acetylsalicylic acid,2580
C0004057,IN,aspirin,N02BA01,acetylsalicylic acid,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS in ATC,N02BA,"Salicylic acid and derivatives, analgesics and antipyretics",N02BA01,acetylsalicylic acid,2580
C0004147,IN,atenolol,C07AB03,atenolol,C,CARDIOVASCULAR SYSTEM DRUGS,C07,beta-Adrenergic Blocking Agents,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective",C07AB03,atenolol,176
C0004234,IN,atracurium,M03AC04,atracurium,M,MUSCULO-SKELETAL SYSTEM DRUGS,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,"Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting",M03AC04,atracurium,246
C0004259,IN,atropine,A03BA01,atropine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES CONTAINING DRUGS, PLAIN FOR FUNCTIONAL GASTROINTESTINAL DISORDERS",A03BA,"Belladonna alkaloids, tertiary amines for functional gastrointestinal disorders",A03BA01,atropine,1316
C0004259,IN,atropine,S01FA01,atropine,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergic mydriatics and cycloplegics,S01FA01,atropine,1316
C0004320,IN,auranofin,M01CB03,auranofin,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01CB,Gold preparations,M01CB03,auranofin,20
C0004475,IN,azacitidine,L01BC07,azacitidine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,"Pyrimidine analogues, antineoplastic antimetabolites",L01BC07,azacitidine,114
C0004482,IN,azathioprine,L04AX01,azathioprine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AX,Other immunosuppressants in ATC,L04AX01,azathioprine,2236
C0004499,IN,azlocillin,J01CA09,azlocillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,J01CA09,azlocillin,75
C0004521,IN,aztreonam,J01DF01,aztreonam,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS in ATC,J01DF,Monobactams,J01DF01,aztreonam,199
C0004599,IN,bacitracin,D06AX05,bacitracin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use in ATC,D06AX05,bacitracin,127
C0004599,IN,bacitracin,J01XX10,bacitracin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS in ATC,J01XX,Other antibacterials in ATC,J01XX10,bacitracin,127
C0004599,IN,bacitracin,R02AB04,bacitracin,R,RESPIRATORY SYSTEM DRUGS,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AB,Antibiotic throat preparations,R02AB04,bacitracin,127
C0004599,IN,bacitracin,S01AA32,bacitracin,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVE OPHTHALMOLOGICS,S01AA,"Antibiotics, ophthalmologic",S01AA32,bacitracin,127
C0004609,IN,baclofen,M03BX01,baclofen,M,MUSCULO-SKELETAL SYSTEM DRUGS,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents in ATC,M03BX01,baclofen,399
C0004743,IN,barbital,N05CA04,barbital,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, hypnotics and sedatives, plain",N05CA04,barbital,8
C0004886,,,L03AX03,BCG vaccine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AX,Other immunostimulants in ATC,L03AX03,BCG vaccine,1989
C0004960,,,R07AB05,bemegride,R,RESPIRATORY SYSTEM DRUGS,R07,OTHER RESPIRATORY SYSTEM PRODUCTS in ATC,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS in ATC,R07AB,Respiratory stimulants,R07AB05,bemegride,3
C0004969,IN,bencyclane,C04AX11,bencyclane,C,CARDIOVASCULAR SYSTEM DRUGS,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators in ATC,C04AX11,bencyclane,1
C0004975,IN,bendroflumethiazide,C03AA01,bendroflumethiazide,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AA,"Thiazides, plain",C03AA01,bendroflumethiazide,6
C0005013,IN,benperidol,N05AD07,benperidol,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AD,"Butyrophenone derivatives, antipsychotics",N05AD07,benperidol,1
C0005025,IN,benzalkonium,D08AJ01,benzalkonium,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AJ,"Quaternary ammonium compounds, antiseptics and disinfectants",D08AJ01,benzalkonium,63
C0005025,IN,benzalkonium,D09AA11,benzalkonium,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,D09AA11,benzalkonium,63
C0005025,IN,benzalkonium,R02AA16,benzalkonium,R,RESPIRATORY SYSTEM DRUGS,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptic throat preparations,R02AA16,benzalkonium,63
C0005035,IN,benzbromarone,M04AB03,benzbromarone,M,MUSCULO-SKELETAL SYSTEM DRUGS,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AB,Preparations increasing uric acid excretion,M04AB03,benzbromarone,5
C0005038,IN,lindane,P03AB02,lindane,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AB,Chlorine containing product ectoparasiticides,P03AB02,lindane,177
C0005041,IN,benzethonium,R02AA09,benzethonium,R,RESPIRATORY SYSTEM DRUGS,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptic throat preparations,R02AA09,benzethonium,10
C0005059,IN,benzocaine,C05AD03,benzocaine,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AD,Local anesthetics for treatment of hemorrhoids and anal fissures for topical use,C05AD03,benzocaine,83
C0005059,IN,benzocaine,D04AB04,benzocaine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AB,Anesthetics for topical use,D04AB04,benzocaine,83
C0005059,IN,benzocaine,N01BA05,benzocaine,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01B,LOCAL ANESTHETICS,N01BA,Esters of aminobenzoic acid for local anesthesia,N01BA05,benzocaine,83
C0005059,IN,benzocaine,R02AD01,benzocaine,R,RESPIRATORY SYSTEM DRUGS,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AD,local anesthetic throat preparations,R02AD01,benzocaine,83
C0005088,IN,benzoyl peroxide,D10AE01,benzoyl peroxide,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AE,Peroxide anti-acne preparations for topical use,D10AE01,benzoyl peroxide,118
C0005098,IN,benztropine,N04AC01,benzatropine,N,NERVOUS SYSTEM DRUGS,N04,ANTI-PARKINSON DRUGS,N04A,ANTICHOLINERGIC AGENTS,N04AC,"Ethers of tropine or tropine derivatives, anticholinergic",N04AC01,benzatropine,25
C0005099,IN,benzydamine,A01AD02,benzydamine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AD,Other agents for local oral treatment in ATC,A01AD02,benzydamine,21
C0005099,IN,benzydamine,G02CC03,benzydamine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS in ATC,G02C,OTHER GYNECOLOGICALS in ATC,G02CC,Antiinflammatory products for vaginal administration,G02CC03,benzydamine,21
C0005099,IN,benzydamine,M01AX07,benzydamine,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids in ATC",M01AX07,benzydamine,21
C0005099,IN,benzydamine,M02AA05,benzydamine,M,MUSCULO-SKELETAL SYSTEM DRUGS,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",M02AA05,benzydamine,21
C0005099,IN,benzydamine,R02AX03,benzydamine,R,RESPIRATORY SYSTEM DRUGS,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AX,Other throat preparations in ATC,R02AX03,benzydamine,21
C0005100,IN,benzyl alcohol,P03AX06,benzyl alcohol,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AX,"Other ectoparasiticides, incl. scabicides in ATC",P03AX06,benzyl alcohol,63
C0005116,IN,bepridil,C08EA02,bepridil,C,CARDIOVASCULAR SYSTEM DRUGS,C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EA,"Phenylalkylamine derivatives, non-selective calcium channel blockers",C08EA02,bepridil,3
C0005301,IN,betahistine,N07CA01,betahistine,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07C,ANTIVERTIGO PREPARATIONS,N07CA,Antivertigo preparations,N07CA01,betahistine,10
C0005304,IN,betaine,A16AA06,betaine,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,A16AA,Amino acids and derivatives,A16AA06,betaine,261
C0005308,IN,betamethasone,A07EA04,betamethasone,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,A07EA04,betamethasone,1332
C0005308,IN,betamethasone,C05AA05,betamethasone,C,CARDIOVASCULAR SYSTEM DRUGS,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",C05AA05,betamethasone,1332
C0005308,IN,betamethasone,D07AC01,betamethasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN",D07AC,"Corticosteroids, potent (group III)",D07AC01,betamethasone,1332
C0005308,IN,betamethasone,D07XC01,betamethasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XC,"Corticosteroids, potent, other combinations",D07XC01,betamethasone,1332
C0005308,IN,betamethasone,H02AB01,betamethasone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB,"Glucocorticoids, Systemic",H02AB01,betamethasone,1332
C0005308,IN,betamethasone,R01AD06,betamethasone,R,RESPIRATORY SYSTEM DRUGS,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AD,Corticosteroid nasal preparations for topical use,R01AD06,betamethasone,1332
C0005308,IN,betamethasone,R03BA04,betamethasone,R,RESPIRATORY SYSTEM DRUGS,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03B,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC",R03BA,Glucocorticoid inhalants for obstructive airway disease,R03BA04,betamethasone,1332
C0005308,IN,betamethasone,S01BA06,betamethasone,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01B,"ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC",S01BA,"Corticosteroid ophthalmologic antiinflammatory agents, plain",S01BA06,betamethasone,1332
C0005308,IN,betamethasone,S01CB04,betamethasone,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB04,betamethasone,1332
C0005308,IN,betamethasone,S02BA07,betamethasone,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02B,Corticosteroid otologicals,S02BA,Corticosteroids,S02BA07,betamethasone,1332
C0005308,IN,betamethasone,S03BA03,betamethasone,S,SENSORY ORGAN DRUGS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03B,Corticosteroid ophthalmologic and otologic preparations,S03BA,Corticosteroids,S03BA03,betamethasone,1332
C0005320,IN,betaxolol,C07AB05,betaxolol,C,CARDIOVASCULAR SYSTEM DRUGS,C07,beta-Adrenergic Blocking Agents,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective",C07AB05,betaxolol,24
C0005320,IN,betaxolol,S01ED02,betaxolol,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,"Beta blocking agents, antiglaucoma preparations and miotics",S01ED02,betaxolol,24
C0005321,,,V04CG02,betazole,V,VARIOUS DRUG CLASSES IN ATC,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS in ATC,V04CG,gastric secretion test diagnostic agents,V04CG02,betazole,3
C0005330,IN,bezafibrate,C10AB02,bezafibrate,C,CARDIOVASCULAR SYSTEM DRUGS,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AB,"Fibrates, lipid modifying drugs, plain",C10AB02,bezafibrate,22
C0005575,IN,biotin,A11HA05,biotin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS in ATC,A11HA,Other plain vitamin preparations in ATC,A11HA05,biotin,772
C0005578,IN,biperiden,N04AA02,biperiden,N,NERVOUS SYSTEM DRUGS,N04,ANTI-PARKINSON DRUGS,N04A,ANTICHOLINERGIC AGENTS,N04AA,"Tertiary amines, anticholinergic",N04AA02,biperiden,43
C0005632,IN,bisacodyl,A06AB02,bisacodyl,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AB,Contact laxatives,A06AB02,bisacodyl,47
C0005632,IN,bisacodyl,A06AG02,bisacodyl,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enema for Constipation,A06AG02,bisacodyl,47
C0005640,IN,dicumarol,B01AA01,dicoumarol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AA,Vitamin K antagonists,B01AA01,dicoumarol,12
C0005661,,,D10AB01,bithionol,D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AB,"Preparations containing sulfur, anti-acne preparations for topical use",D10AB01,bithionol,14
C0005661,,,P02BX01,bithionol,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02B,ANTITREMATODALS,P02BX,Other antitrematodal agents in ATC,P02BX01,bithionol,14
C0005740,IN,bleomycin,L01DC01,bleomycin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01DC,Other cytotoxic antibiotics in ATC,L01DC01,bleomycin,1377
C0006020,IN,boric acid,S02AA03,boric acid,S,SENSORY ORGAN DRUGS,S02,OTOLOGICALS,S02A,"ANTIINFECTIVE DRUGS, OTOLOGIC",S02AA,Antiinfectives,S02AA03,boric acid,40
C0006213,IN,bromazepam,N05BA08,bromazepam,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivative anxiolytics,N05BA08,bromazepam,26
C0006217,IN,bromelains,D03BA03,bromelains,D,DERMATOLOGICALS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03B,ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS,D03BA,Proteolytic enzymes for treatment of wounds and ulcers,D03BA03,bromelains,27
C0006217,IN,bromelains,M09AB03,bromelains,M,MUSCULO-SKELETAL SYSTEM DRUGS,M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC,M09AB,Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09AB03,bromelains,27
C0006220,IN,bromhexine,R05CB02,bromhexine,R,RESPIRATORY SYSTEM DRUGS,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CB,Mucolytics,R05CB02,bromhexine,39
C0006226,,,N05CM03,bromisoval,N,NERVOUS SYSTEM DRUGS,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CM,Other hypnotics and sedatives in ATC,N05CM03,bromisoval,1
C0006230,IN,bromocriptine,G02CB01,bromocriptine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS in ATC,G02C,OTHER GYNECOLOGICALS in ATC,G02CB,Prolactine inhibitors,G02CB01,bromocriptine,495
C0006230,IN,bromocriptine,N04BC01,bromocriptine,N,NERVOUS SYSTEM DRUGS,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BC,Dopamine agonists,N04BC01,bromocriptine,495
C0006246,IN,brompheniramine,R06AB01,brompheniramine,R,RESPIRATORY SYSTEM DRUGS,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,"Substituted alkylamines, systemic antihistamines",R06AB01,brompheniramine,37
C0006351,IN,bufexamac,M01AB17,bufexamac,M,MUSCULO-SKELETAL SYSTEM DRUGS,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB,Acetic acid derivatives and related substances,M01AB17,bufexamac,9
C0006351,IN,bufexamac,M02AA09,bufexamac,M,MUSCULO-SKELETAL SYSTEM DRUGS,M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02AA,"Antiinflammatory preparations, non-steroids for topical use",M02AA09,bufexamac,9
C0006359,,,A10BA03,buformin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BA,biguanide blood glucose lower drugs,A10BA03,buformin,1
C0006376,IN,bumetanide,C03CA02,bumetanide,C,CARDIOVASCULAR SYSTEM DRUGS,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CA,"sulfonamides, high-ceiling diuretics, plain",C03CA02,bumetanide,55
C0006388,IN,levobunolol,S01ED03,levobunolol,S,SENSORY ORGAN DRUGS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,"Beta blocking agents, antiglaucoma preparations and miotics",S01ED03,levobunolol,4
C0006400,IN,bupivacaine,N01BB01,bupivacaine,N,NERVOUS SYSTEM DRUGS,N01,ANESTHETICS,N01B,LOCAL ANESTHETICS,N01BB,Amide local anesthetics,N01BB01,bupivacaine,2217
C0006403,IN,bupranolol,C07AA19,bupranolol,C,CARDIOVASCULAR SYSTEM DRUGS,C07,beta-Adrenergic Blocking Agents,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",C07AA19,bupranolol,1
C0006405,IN,buprenorphine,N02AE01,buprenorphine,N,NERVOUS SYSTEM DRUGS,N02,ANALGESICS,N02A,OPIOID ANALGESICS,N02AE,Oripavine derivatives analgesics,N02AE01,buprenorphine,526
C0006405,IN,buprenorphine,N07BC01,buprenorphine,N,NERVOUS SYSTEM DRUGS,N07,OTHER NERVOUS SYSTEM DRUGS in ATC,N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07BC,Drugs used in opioid dependence,N07BC01,buprenorphine,526
C0006456,IN,buserelin,L02AE01,buserelin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02A,HORMONES AND RELATED AGENTS,L02AE,"Gonadotropin releasing hormone analogues, endocrine therapy drugs",L02AE01,buserelin,189
