cui,rxnorm_name,atc_code,ladder
C0003968,ascorbic acid,S01XA15,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01X OTHER OPHTHALMOLOGICALS IN ATC
S01XA Other ophthalmologicals in ATC
S01XA15 ascorbic acid"
C0003993,asparaginase,L01XX02,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX02 asparaginase"
C0004057,aspirin,A01AD05,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A01 STOMATOLOGICAL PREPARATIONS
A01A STOMATOLOGICAL PREPARATIONS
A01AD Other agents for local oral treatment in ATC
A01AD05 acetylsalicylic acid"
C0004057,aspirin,B01AC06,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AC Platelet aggregation inhibitors excl. heparin
B01AC06 acetylsalicylic acid"
C0004057,aspirin,N02BA01,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02B OTHER ANALGESICS AND ANTIPYRETICS in ATC
N02BA Salicylic acid and derivatives, analgesics and antipyretics
N02BA01 acetylsalicylic acid"
C0004147,atenolol,C07AB03,"C CARDIOVASCULAR SYSTEM DRUGS
C07 beta-Adrenergic Blocking Agents
C07A BETA BLOCKING AGENTS
C07AB Beta blocking agents, selective
C07AB03 atenolol"
C0004234,atracurium,M03AC04,"M MUSCULO-SKELETAL SYSTEM DRUGS
M03 MUSCLE RELAXANTS
M03A MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS
M03AC Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting
M03AC04 atracurium"
C0004259,atropine,A03BA01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03B BELLADONNA AND DERIVATIVES CONTAINING DRUGS, PLAIN FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03BA Belladonna alkaloids, tertiary amines for functional gastrointestinal disorders
A03BA01 atropine"
C0004259,atropine,S01FA01,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01F MYDRIATICS AND CYCLOPLEGICS
S01FA Anticholinergic mydriatics and cycloplegics
S01FA01 atropine"
C0004320,auranofin,M01CB03,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01C SPECIFIC ANTIRHEUMATIC AGENTS
M01CB Gold preparations
M01CB03 auranofin"
C0004475,azacitidine,L01BC07,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01B ANTIMETABOLITES
L01BC Pyrimidine analogues, antineoplastic antimetabolites
L01BC07 azacitidine"
C0004482,azathioprine,L04AX01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AX Other immunosuppressants in ATC
L04AX01 azathioprine"
C0004499,azlocillin,J01CA09,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01C BETA-LACTAM ANTIBACTERIALS, PENICILLINS
J01CA Penicillins with extended spectrum
J01CA09 azlocillin"
C0004521,aztreonam,J01DF01,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DF Monobactams
J01DF01 aztreonam"
C0004599,bacitracin,D06AX05,"D DERMATOLOGICALS
D06 ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
D06A ANTIBIOTICS FOR TOPICAL USE
D06AX Other antibiotics for topical use in ATC
D06AX05 bacitracin"
C0004599,bacitracin,J01XX10,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01X OTHER ANTIBACTERIALS in ATC
J01XX Other antibacterials in ATC
J01XX10 bacitracin"
C0004599,bacitracin,R02AB04,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AB Antibiotic throat preparations
R02AB04 bacitracin"
C0004599,bacitracin,S01AA32,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01A ANTIINFECTIVE OPHTHALMOLOGICS
S01AA Antibiotics, ophthalmologic
S01AA32 bacitracin"
C0004609,baclofen,M03BX01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M03 MUSCLE RELAXANTS
M03B MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS
M03BX Other centrally acting agents in ATC
M03BX01 baclofen"
C0004743,barbital,N05CA04,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CA Barbiturates, hypnotics and sedatives, plain
N05CA04 barbital"
C0004886,,L03AX03,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L03 IMMUNOSTIMULANTS
L03A IMMUNOSTIMULANTS
L03AX Other immunostimulants in ATC
L03AX03 BCG vaccine"
C0004960,,R07AB05,"R RESPIRATORY SYSTEM DRUGS
R07 OTHER RESPIRATORY SYSTEM PRODUCTS in ATC
R07A OTHER RESPIRATORY SYSTEM PRODUCTS in ATC
R07AB Respiratory stimulants
R07AB05 bemegride"
C0004969,bencyclane,C04AX11,"C CARDIOVASCULAR SYSTEM DRUGS
C04 PERIPHERAL VASODILATORS
C04A PERIPHERAL VASODILATORS
C04AX Other peripheral vasodilators in ATC
C04AX11 bencyclane"
C0004975,bendroflumethiazide,C03AA01,"C CARDIOVASCULAR SYSTEM DRUGS
C03 DIURETICS
C03A LOW-CEILING DIURETICS, THIAZIDES
C03AA Thiazides, plain
C03AA01 bendroflumethiazide"
C0005013,benperidol,N05AD07,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05A ANTIPSYCHOTICS
N05AD Butyrophenone derivatives, antipsychotics
N05AD07 benperidol"
C0005025,benzalkonium,D08AJ01,"D DERMATOLOGICALS
D08 ANTISEPTICS AND DISINFECTANTS
D08A ANTISEPTICS AND DISINFECTANTS
D08AJ Quaternary ammonium compounds, antiseptics and disinfectants
D08AJ01 benzalkonium"
C0005025,benzalkonium,D09AA11,"D DERMATOLOGICALS
D09 MEDICATED DRESSINGS
D09A MEDICATED DRESSINGS
D09AA Medicated dressings with antiinfectives
D09AA11 benzalkonium"
C0005025,benzalkonium,R02AA16,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AA Antiseptic throat preparations
R02AA16 benzalkonium"
C0005035,benzbromarone,M04AB03,"M MUSCULO-SKELETAL SYSTEM DRUGS
M04 ANTIGOUT PREPARATIONS
M04A ANTIGOUT PREPARATIONS
M04AB Preparations increasing uric acid excretion
M04AB03 benzbromarone"
C0005038,lindane,P03AB02,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P03 ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS
P03A ECTOPARASITICIDES, INCL. SCABICIDES
P03AB Chlorine containing product ectoparasiticides
P03AB02 lindane"
C0005041,benzethonium,R02AA09,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AA Antiseptic throat preparations
R02AA09 benzethonium"
C0005059,benzocaine,C05AD03,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05AD Local anesthetics for treatment of hemorrhoids and anal fissures for topical use
C05AD03 benzocaine"
C0005059,benzocaine,D04AB04,"D DERMATOLOGICALS
D04 ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
D04A ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
D04AB Anesthetics for topical use
D04AB04 benzocaine"
C0005059,benzocaine,N01BA05,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01B LOCAL ANESTHETICS
N01BA Esters of aminobenzoic acid for local anesthesia
N01BA05 benzocaine"
C0005059,benzocaine,R02AD01,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AD local anesthetic throat preparations
R02AD01 benzocaine"
C0005088,benzoyl peroxide,D10AE01,"D DERMATOLOGICALS
D10 ANTI-ACNE PREPARATIONS
D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AE Peroxide anti-acne preparations for topical use
D10AE01 benzoyl peroxide"
C0005098,benztropine,N04AC01,"N NERVOUS SYSTEM DRUGS
N04 ANTI-PARKINSON DRUGS
N04A ANTICHOLINERGIC AGENTS
N04AC Ethers of tropine or tropine derivatives, anticholinergic
N04AC01 benzatropine"
C0005099,benzydamine,A01AD02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A01 STOMATOLOGICAL PREPARATIONS
A01A STOMATOLOGICAL PREPARATIONS
A01AD Other agents for local oral treatment in ATC
A01AD02 benzydamine"
C0005099,benzydamine,G02CC03,"G GENITO URINARY SYSTEM AND SEX HORMONES
G02 OTHER GYNECOLOGICALS in ATC
G02C OTHER GYNECOLOGICALS in ATC
G02CC Antiinflammatory products for vaginal administration
G02CC03 benzydamine"
C0005099,benzydamine,M01AX07,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AX Other antiinflammatory and antirheumatic agents, non-steroids in ATC
M01AX07 benzydamine"
C0005099,benzydamine,M02AA05,"M MUSCULO-SKELETAL SYSTEM DRUGS
M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AA Antiinflammatory preparations, non-steroids for topical use
M02AA05 benzydamine"
C0005099,benzydamine,R02AX03,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AX Other throat preparations in ATC
R02AX03 benzydamine"
C0005100,benzyl alcohol,P03AX06,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P03 ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS
P03A ECTOPARASITICIDES, INCL. SCABICIDES
P03AX Other ectoparasiticides, incl. scabicides in ATC
P03AX06 benzyl alcohol"
C0005116,bepridil,C08EA02,"C CARDIOVASCULAR SYSTEM DRUGS
C08 CALCIUM CHANNEL BLOCKERS
C08E NON-SELECTIVE CALCIUM CHANNEL BLOCKERS
C08EA Phenylalkylamine derivatives, non-selective calcium channel blockers
C08EA02 bepridil"
C0005301,betahistine,N07CA01,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07C ANTIVERTIGO PREPARATIONS
N07CA Antivertigo preparations
N07CA01 betahistine"
C0005304,betaine,A16AA06,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A16 OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16A OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
A16AA Amino acids and derivatives
A16AA06 betaine"
C0005308,betamethasone,A07EA04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A07 ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07E INTESTINAL ANTIINFLAMMATORY AGENTS
A07EA Corticosteroids acting locally
A07EA04 betamethasone"
C0005308,betamethasone,C05AA05,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05A AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05AA Corticosteroids, topical for treatment of hemorrhoids and anal fissures
C05AA05 betamethasone"
C0005308,betamethasone,D07AC01,"D DERMATOLOGICALS
D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07A CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN
D07AC Corticosteroids, potent (group III)
D07AC01 betamethasone"
C0005308,betamethasone,D07XC01,"D DERMATOLOGICALS
D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07X CORTICOSTEROIDS, OTHER COMBINATIONS
D07XC Corticosteroids, potent, other combinations
D07XC01 betamethasone"
C0005308,betamethasone,H02AB01,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H02 CORTICOSTEROIDS FOR SYSTEMIC USE
H02A CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN
H02AB Glucocorticoids, Systemic
H02AB01 betamethasone"
C0005308,betamethasone,R01AD06,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AD Corticosteroid nasal preparations for topical use
R01AD06 betamethasone"
C0005308,betamethasone,R03BA04,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03B OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC
R03BA Glucocorticoid inhalants for obstructive airway disease
R03BA04 betamethasone"
C0005308,betamethasone,S01BA06,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01B ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC
S01BA Corticosteroid ophthalmologic antiinflammatory agents, plain
S01BA06 betamethasone"
C0005308,betamethasone,S01CB04,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01C ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION
S01CB Corticosteroids/antiinfectives/mydriatics in combination
S01CB04 betamethasone"
C0005308,betamethasone,S02BA07,"S SENSORY ORGAN DRUGS
S02 OTOLOGICALS
S02B Corticosteroid otologicals
S02BA Corticosteroids
S02BA07 betamethasone"
C0005308,betamethasone,S03BA03,"S SENSORY ORGAN DRUGS
S03 OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
S03B Corticosteroid ophthalmologic and otologic preparations
S03BA Corticosteroids
S03BA03 betamethasone"
C0005320,betaxolol,C07AB05,"C CARDIOVASCULAR SYSTEM DRUGS
C07 beta-Adrenergic Blocking Agents
C07A BETA BLOCKING AGENTS
C07AB Beta blocking agents, selective
C07AB05 betaxolol"
C0005320,betaxolol,S01ED02,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01ED Beta blocking agents, antiglaucoma preparations and miotics
S01ED02 betaxolol"
C0005321,,V04CG02,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CG gastric secretion test diagnostic agents
V04CG02 betazole"
C0005330,bezafibrate,C10AB02,"C CARDIOVASCULAR SYSTEM DRUGS
C10 LIPID MODIFYING AGENTS
C10A LIPID MODIFYING AGENTS, PLAIN
C10AB Fibrates, lipid modifying drugs, plain
C10AB02 bezafibrate"
C0005575,biotin,A11HA05,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A11 VITAMINS
A11H OTHER PLAIN VITAMIN PREPARATIONS in ATC
A11HA Other plain vitamin preparations in ATC
A11HA05 biotin"
C0005578,biperiden,N04AA02,"N NERVOUS SYSTEM DRUGS
N04 ANTI-PARKINSON DRUGS
N04A ANTICHOLINERGIC AGENTS
N04AA Tertiary amines, anticholinergic
N04AA02 biperiden"
C0005632,bisacodyl,A06AB02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AB Contact laxatives
A06AB02 bisacodyl"
C0005632,bisacodyl,A06AG02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AG Enema for Constipation
A06AG02 bisacodyl"
C0005640,dicumarol,B01AA01,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AA Vitamin K antagonists
B01AA01 dicoumarol"
C0005661,,D10AB01,"D DERMATOLOGICALS
D10 ANTI-ACNE PREPARATIONS
D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AB Preparations containing sulfur, anti-acne preparations for topical use
D10AB01 bithionol"
C0005661,,P02BX01,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P02 ANTHELMINTICS
P02B ANTITREMATODALS
P02BX Other antitrematodal agents in ATC
P02BX01 bithionol"
C0005740,bleomycin,L01DC01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01D CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01DC Other cytotoxic antibiotics in ATC
L01DC01 bleomycin"
C0006020,boric acid,S02AA03,"S SENSORY ORGAN DRUGS
S02 OTOLOGICALS
S02A ANTIINFECTIVE DRUGS, OTOLOGIC
S02AA Antiinfectives
S02AA03 boric acid"
C0006213,bromazepam,N05BA08,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05B ANXIOLYTICS
N05BA Benzodiazepine derivative anxiolytics
N05BA08 bromazepam"
C0006217,bromelains,D03BA03,"D DERMATOLOGICALS
D03 PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
D03B ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS
D03BA Proteolytic enzymes for treatment of wounds and ulcers
D03BA03 bromelains"
C0006217,bromelains,M09AB03,"M MUSCULO-SKELETAL SYSTEM DRUGS
M09 OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM in ATC
M09AB Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM
M09AB03 bromelains"
C0006220,bromhexine,R05CB02,"R RESPIRATORY SYSTEM DRUGS
R05 COUGH AND COLD PREPARATIONS
R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS
R05CB Mucolytics
R05CB02 bromhexine"
C0006226,,N05CM03,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CM Other hypnotics and sedatives in ATC
N05CM03 bromisoval"
C0006230,bromocriptine,G02CB01,"G GENITO URINARY SYSTEM AND SEX HORMONES
G02 OTHER GYNECOLOGICALS in ATC
G02C OTHER GYNECOLOGICALS in ATC
G02CB Prolactine inhibitors
G02CB01 bromocriptine"
C0006230,bromocriptine,N04BC01,"N NERVOUS SYSTEM DRUGS
N04 ANTI-PARKINSON DRUGS
N04B DOPAMINERGIC AGENTS
N04BC Dopamine agonists
N04BC01 bromocriptine"
C0006246,brompheniramine,R06AB01,"R RESPIRATORY SYSTEM DRUGS
R06 ANTIHISTAMINES FOR SYSTEMIC USE
R06A ANTIHISTAMINES FOR SYSTEMIC USE
R06AB Substituted alkylamines, systemic antihistamines
R06AB01 brompheniramine"
C0006351,bufexamac,M01AB17,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AB Acetic acid derivatives and related substances
M01AB17 bufexamac"
C0006351,bufexamac,M02AA09,"M MUSCULO-SKELETAL SYSTEM DRUGS
M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AA Antiinflammatory preparations, non-steroids for topical use
M02AA09 bufexamac"
C0006359,,A10BA03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BA biguanide blood glucose lower drugs
A10BA03 buformin"
C0006376,bumetanide,C03CA02,"C CARDIOVASCULAR SYSTEM DRUGS
C03 DIURETICS
C03C HIGH-CEILING DIURETICS
C03CA sulfonamides, high-ceiling diuretics, plain
C03CA02 bumetanide"
C0006388,levobunolol,S01ED03,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01ED Beta blocking agents, antiglaucoma preparations and miotics
S01ED03 levobunolol"
C0006400,bupivacaine,N01BB01,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01B LOCAL ANESTHETICS
N01BB Amide local anesthetics
N01BB01 bupivacaine"
C0006403,bupranolol,C07AA19,"C CARDIOVASCULAR SYSTEM DRUGS
C07 beta-Adrenergic Blocking Agents
C07A BETA BLOCKING AGENTS
C07AA Beta blocking agents, non-selective
C07AA19 bupranolol"
C0006405,buprenorphine,N02AE01,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02A OPIOID ANALGESICS
N02AE Oripavine derivatives analgesics
N02AE01 buprenorphine"
C0006405,buprenorphine,N07BC01,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07B DRUGS USED IN ADDICTIVE DISORDERS
N07BC Drugs used in opioid dependence
N07BC01 buprenorphine"
C0006456,buserelin,L02AE01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02 ENDOCRINE THERAPY ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L02A HORMONES AND RELATED AGENTS
L02AE Gonadotropin releasing hormone analogues, endocrine therapy drugs
L02AE01 buserelin"
C0006462,buspirone,N05BE01,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05B ANXIOLYTICS
N05BE Azaspirodecanedione derivatives, anxiolytics
N05BE01 buspirone"
C0006463,busulfan,L01AB01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01A ALKYLATING AGENTS
L01AB Alkyl sulfonate alkylating agents
L01AB01 busulfan"
C0006491,butorphanol,N02AF01,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02A OPIOID ANALGESICS
N02AF Morphinan derivatives, opiod analgesics
N02AF01 butorphanol"
C0006639,,V04CC04,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CC Diagnostic agents for bile duct patency testing
V04CC04 ceruletide"
C0006644,caffeine,D11AX26,"D DERMATOLOGICALS
D11 OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11A OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11AX OTHER DERMATOLOGICAL PREPARATIONS IN ATC
D11AX26 caffeine"
C0006644,caffeine,N06BC01,"N NERVOUS SYSTEM DRUGS
N06 PSYCHOANALEPTICS
N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS
N06BC Xanthine derivatives, psychostimulants, agents used for ADHD and nootropics
N06BC01 caffeine"
C0006657,calcifediol,A11CC06,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A11 VITAMINS
A11C VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO
A11CC Vitamin D and analogues
A11CC06 calcifediol"
C0006657,calcifediol,H05BX05,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H05 CALCIUM HOMEOSTASIS
H05B ANTI-PARATHYROID AGENTS
H05BX Other anti-parathyroid agents in ATC
H05BX05 calcifediol"
C0006674,calcitriol,A11CC04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A11 VITAMINS
A11C VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO
A11CC Vitamin D and analogues
A11CC04 calcitriol"
C0006674,calcitriol,D05AX03,"D DERMATOLOGICALS
D05 ANTIPSORIATICS
D05A ANTIPSORIATICS FOR TOPICAL USE
D05AX Other antipsoriatics for topical use in ATC
D05AX03 calcitriol"
C0006681,calcium carbonate,A02AC01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A02 DRUGS FOR ACID RELATED DISORDERS
A02A ANTACIDS
A02AC antacids containing calcium compounds
A02AC01 calcium carbonate"
C0006681,calcium carbonate,A12AA04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A12 MINERAL SUPPLEMENTS
A12A CALCIUM SUPPLEMENTS
A12AA Calcium
A12AA04 calcium carbonate"
C0006686,calcium chloride,A12AA07,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A12 MINERAL SUPPLEMENTS
A12A CALCIUM SUPPLEMENTS
A12AA Calcium
A12AA07 calcium chloride"
C0006686,calcium chloride,B05XA07,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05X I.V. SOLUTION ADDITIVES
B05XA Electrolyte solutions
B05XA07 calcium chloride"
C0006686,calcium chloride,G04BA03,"G GENITO URINARY SYSTEM AND SEX HORMONES
G04 UROLOGICALS
G04B UROLOGICALS
G04BA Acidifiers
G04BA03 calcium chloride"
C0006699,calcium gluconate,A12AA03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A12 MINERAL SUPPLEMENTS
A12A CALCIUM SUPPLEMENTS
A12AA Calcium
A12AA03 calcium gluconate"
C0006699,calcium gluconate,B05XA19,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05X I.V. SOLUTION ADDITIVES
B05XA Electrolyte solutions
B05XA19 calcium gluconate"
C0006699,calcium gluconate,D11AX03,"D DERMATOLOGICALS
D11 OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11A OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11AX OTHER DERMATOLOGICAL PREPARATIONS IN ATC
D11AX03 calcium gluconate"
C0006711,calcium phosphate,A12AA01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A12 MINERAL SUPPLEMENTS
A12A CALCIUM SUPPLEMENTS
A12AA Calcium
A12AA01 calcium phosphate"
C0006834,,G01AA04,"G GENITO URINARY SYSTEM AND SEX HORMONES
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AA Antibiotics, Gynecological
G01AA04 candicidin"
C0006863,cannabidiol,N03AX24,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AX Other antiepileptics in ATC
N03AX24 cannabidiol"
C0006882,canrenone,C03DA03,"C CARDIOVASCULAR SYSTEM DRUGS
C03 DIURETICS
C03D ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS
C03DA Aldosterone antagonists
C03DA03 canrenone"
C0006931,capsaicin,M02AB01,"M MUSCULO-SKELETAL SYSTEM DRUGS
M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AB Capsaicin and similar agents
M02AB01 capsaicin"
